,latitude,longitude,magnitude,delta_logl,delta_logw,depth_offset
0,-5.91496,131.55200000000002,8.570110000000001,-0.35720599999999997,-0.12972,-0.151122
1,-5.91496,131.55200000000002,8.570110000000001,-0.35720599999999997,-0.12972,-0.151122
2,-5.91496,131.55200000000002,8.570110000000001,-0.35720599999999997,-0.12972,-0.151122
3,-5.91496,131.55200000000002,8.570110000000001,-0.35720599999999997,-0.12972,-0.151122
4,-5.959057171939155,131.54793771596695,8.556926352275134,-0.3654569913661392,-0.1319209961747592,0.44647966693758
5,-5.959057171939155,131.54793771596695,8.556926352275134,-0.3654569913661392,-0.1319209961747592,0.44647966693758
6,-5.959057171939155,131.54793771596695,8.556926352275134,-0.3654569913661392,-0.1319209961747592,0.44647966693758
7,-5.970081955267007,131.60704656929684,8.592709753978658,-0.3667298387051087,-0.12334741613938745,1.0289102937754784
8,-5.970081955267007,131.60704656929684,8.592709753978658,-0.3667298387051087,-0.12334741613938745,1.0289102937754784
9,-5.970081955267007,131.60704656929684,8.592709753978658,-0.3667298387051087,-0.12334741613938745,1.0289102937754784
10,-5.847189183228504,131.6658516245372,8.639397647858113,-0.37105973310762297,-0.1177478950895682,0.9597729308298204
11,-5.842368091687528,131.67481524341676,8.591914385394784,-0.3676194617964295,-0.11636400469665728,0.7900464061156278
12,-5.891436819353089,131.6500520305853,8.580168245727158,-0.3602896304030979,-0.11496306474262405,0.8038880187483559
13,-5.891436819353089,131.6500520305853,8.580168245727158,-0.3602896304030979,-0.11496306474262405,0.8038880187483559
14,-5.891436819353089,131.6500520305853,8.580168245727158,-0.3602896304030979,-0.11496306474262405,0.8038880187483559
15,-5.842736449506174,131.6971166887682,8.609216882164421,-0.362566864301288,-0.1228434242837002,0.9699976124078626
16,-5.873154751217876,131.7056358544976,8.647074392950412,-0.36773570565842506,-0.13090648700488172,0.7476478734611075
17,-5.873154751217876,131.7056358544976,8.647074392950412,-0.36773570565842506,-0.13090648700488172,0.7476478734611075
18,-5.873154751217876,131.7056358544976,8.647074392950412,-0.36773570565842506,-0.13090648700488172,0.7476478734611075
19,-5.873154751217876,131.7056358544976,8.647074392950412,-0.36773570565842506,-0.13090648700488172,0.7476478734611075
20,-5.873154751217876,131.7056358544976,8.647074392950412,-0.36773570565842506,-0.13090648700488172,0.7476478734611075
21,-5.832141839635033,131.72756296665185,8.640471519265361,-0.3655609368036126,-0.13582382638845295,0.4684504034961671
22,-5.832141839635033,131.72756296665185,8.640471519265361,-0.3655609368036126,-0.13582382638845295,0.4684504034961671
23,-5.832141839635033,131.72756296665185,8.640471519265361,-0.3655609368036126,-0.13582382638845295,0.4684504034961671
24,-5.780688701255423,131.7922208891901,8.561876025565379,-0.3673699845692465,-0.13528402447100596,0.3341106966912918
25,-5.774483138374883,131.817740437367,8.594095290162652,-0.3762116937666881,-0.13405907931349353,0.6031656606561291
26,-5.811662726813812,131.80750389858568,8.601859679609282,-0.3774322518822441,-0.13211304740708313,0.07459927518516785
27,-5.811662726813812,131.80750389858568,8.601859679609282,-0.3774322518822441,-0.13211304740708313,0.07459927518516785
28,-5.741508490962214,131.81799210702044,8.550986670698057,-0.3734333348301495,-0.13508616991080918,-0.13312929829371908
29,-5.741508490962214,131.81799210702044,8.550986670698057,-0.3734333348301495,-0.13508616991080918,-0.13312929829371908
30,-5.615190928866656,131.80441052059413,8.589067328247232,-0.3701971712725466,-0.141830972255612,0.3168589489535237
31,-5.615190928866656,131.80441052059413,8.589067328247232,-0.3701971712725466,-0.141830972255612,0.3168589489535237
32,-5.6227593332472185,131.833761496212,8.613634742909563,-0.3761293211119576,-0.14305505747852254,0.9174237296454264
33,-5.6227593332472185,131.833761496212,8.613634742909563,-0.3761293211119576,-0.14305505747852254,0.9174237296454264
34,-5.494821763227915,131.829692179098,8.557176956168105,-0.3763964174731961,-0.1470129231263438,0.8655708356293237
35,-5.564292687685133,131.76729555828385,8.514346015814311,-0.3766144073468543,-0.14816496741103433,0.9166163049045152
36,-5.564292687685133,131.76729555828385,8.514346015814311,-0.3766144073468543,-0.14816496741103433,0.9166163049045152
37,-5.491112731258613,131.7524576826924,8.51149037046986,-0.3761632035601216,-0.15004577415244078,0.06018563559387991
38,-5.40934203207592,131.75669405029186,8.526480699096204,-0.3762069695833509,-0.1417850062561899,-0.17584382834073453
39,-5.40934203207592,131.75669405029186,8.526480699096204,-0.3762069695833509,-0.1417850062561899,-0.17584382834073453
40,-5.3938296960500764,131.70843610292457,8.565934705036764,-0.3796098095384369,-0.13249761352819334,0.055096089076388716
41,-5.3938296960500764,131.70843610292457,8.565934705036764,-0.3796098095384369,-0.13249761352819334,0.055096089076388716
42,-5.3938296960500764,131.70843610292457,8.565934705036764,-0.3796098095384369,-0.13249761352819334,0.055096089076388716
43,-5.3938296960500764,131.70843610292457,8.565934705036764,-0.3796098095384369,-0.13249761352819334,0.055096089076388716
44,-5.489621305902176,131.73800160785854,8.571344142965911,-0.38439554966178296,-0.1300876420329224,0.1716109658131051
45,-5.609640810366863,131.73515754786612,8.565292949077872,-0.3867142442451008,-0.13343947046007695,0.3784147538325089
46,-5.609640810366863,131.73515754786612,8.565292949077872,-0.3867142442451008,-0.13343947046007695,0.3784147538325089
47,-5.6089338722793745,131.75063756423506,8.51104908983498,-0.3867246414952374,-0.13351112025909914,0.3417175579687797
48,-5.6089338722793745,131.75063756423506,8.51104908983498,-0.3867246414952374,-0.13351112025909914,0.3417175579687797
49,-5.6089338722793745,131.75063756423506,8.51104908983498,-0.3867246414952374,-0.13351112025909914,0.3417175579687797
50,-5.548985851807696,131.7111481198377,8.604773614679425,-0.390173720279438,-0.13355224125773515,0.2634940412312077
51,-5.589046170117714,131.84614007131248,8.566155500324058,-0.38318592967893067,-0.13015557650630474,-0.4910208906798604
52,-5.5940017625858465,131.86076692695647,8.601461896525404,-0.3882421050351609,-0.13607971509479844,-0.47832398482688004
53,-5.5940017625858465,131.86076692695647,8.601461896525404,-0.3882421050351609,-0.13607971509479844,-0.47832398482688004
54,-5.5940017625858465,131.86076692695647,8.601461896525404,-0.3882421050351609,-0.13607971509479844,-0.47832398482688004
55,-5.5940017625858465,131.86076692695647,8.601461896525404,-0.3882421050351609,-0.13607971509479844,-0.47832398482688004
56,-5.5940017625858465,131.86076692695647,8.601461896525404,-0.3882421050351609,-0.13607971509479844,-0.47832398482688004
57,-5.627616389603149,131.8189249438122,8.563451333020309,-0.3866613935242554,-0.13827587240026334,-0.04337341700552433
58,-5.610165462627502,131.72468442556374,8.570407857573208,-0.3886503623122723,-0.12642350792902585,-0.12934674344425073
59,-5.610165462627502,131.72468442556374,8.570407857573208,-0.3886503623122723,-0.12642350792902585,-0.12934674344425073
60,-5.610165462627502,131.72468442556374,8.570407857573208,-0.3886503623122723,-0.12642350792902585,-0.12934674344425073
61,-5.610165462627502,131.72468442556374,8.570407857573208,-0.3886503623122723,-0.12642350792902585,-0.12934674344425073
62,-5.610165462627502,131.72468442556374,8.570407857573208,-0.3886503623122723,-0.12642350792902585,-0.12934674344425073
63,-5.631112645733338,131.6340835046428,8.478059640937303,-0.3865995118665327,-0.13082488632715378,-0.23026896471186786
64,-5.631112645733338,131.6340835046428,8.478059640937303,-0.3865995118665327,-0.13082488632715378,-0.23026896471186786
65,-5.631112645733338,131.6340835046428,8.478059640937303,-0.3865995118665327,-0.13082488632715378,-0.23026896471186786
66,-5.642666428704066,131.54906226828462,8.443379798107246,-0.3912584462565775,-0.12705274097305702,-0.86749520671142
67,-5.736483108057536,131.44464651493288,8.458962298725583,-0.3933272150839352,-0.12830867593219256,-0.8197392870458742
68,-5.7301337213270935,131.4838267883638,8.430346293864362,-0.38939208443585305,-0.12135693837029385,-1.0302961399346358
69,-5.7301337213270935,131.4838267883638,8.430346293864362,-0.38939208443585305,-0.12135693837029385,-1.0302961399346358
70,-5.7301337213270935,131.4838267883638,8.430346293864362,-0.38939208443585305,-0.12135693837029385,-1.0302961399346358
71,-5.7301337213270935,131.4838267883638,8.430346293864362,-0.38939208443585305,-0.12135693837029385,-1.0302961399346358
72,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
73,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
74,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
75,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
76,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
77,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
78,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
79,-5.700460337678464,131.4864311847631,8.482392910924645,-0.39119139955065263,-0.12796862053791486,-1.142672332378786
80,-5.71949103367363,131.56411684048223,8.507071937253983,-0.3919562063571188,-0.12395855718021966,-1.460409390086026
81,-5.71949103367363,131.56411684048223,8.507071937253983,-0.3919562063571188,-0.12395855718021966,-1.460409390086026
82,-5.71949103367363,131.56411684048223,8.507071937253983,-0.3919562063571188,-0.12395855718021966,-1.460409390086026
83,-5.71949103367363,131.56411684048223,8.507071937253983,-0.3919562063571188,-0.12395855718021966,-1.460409390086026
84,-5.71949103367363,131.56411684048223,8.507071937253983,-0.3919562063571188,-0.12395855718021966,-1.460409390086026
85,-5.696314887703627,131.56004688581254,8.513812092150562,-0.3880423401186224,-0.1203290936008443,-1.6301953472361783
86,-5.714528603532138,131.57004322746252,8.58017188598094,-0.3944947992831267,-0.11987419596077435,-1.948943668167873
87,-5.733525679324181,131.52479486668975,8.58514811922716,-0.3967454092111881,-0.1232561550098078,-2.3220485195703398
88,-5.754463816114801,131.60178015938916,8.556307973819814,-0.4123860204628824,-0.11440672004657795,-2.542304461543813
89,-5.715410703255055,131.59064369416495,8.507757807417136,-0.4118532086980334,-0.11363797225321873,-2.8592350058266724
90,-5.720770528479711,131.57152436128723,8.517922797817986,-0.4137791648175129,-0.10975446114303562,-3.7285850651718175
91,-5.720770528479711,131.57152436128723,8.517922797817986,-0.4137791648175129,-0.10975446114303562,-3.7285850651718175
