,Balikpapan height,Bontang height,Tandjoengbatoe height,Tarakan height,Tawau height,Semporna height,Bongao Island height,Zamboanga height,Pagadian height,General Santos height,Tahuna height,Manado height,Boroko height,Genluma height,Boeol height,Tolotoli height,Palu height,Davao height
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146,0.26721799999999973
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146,0.26721799999999973
1,0.10758200000000073,0.2638770000000008,0.2976124999999996,0.14904100000000042,0.303078300000001,0.17016430000000016,0.28125400000000056,0.29407300000000447,1.0130939999999988,0.6763899999999978,0.28230000000000643,0.4684050000000006,0.3562109999999983,1.0501180999999997,0.5563810000000018,0.719342000000001,0.17474200000000195,0.3501580000000004
2,0.14295800000000014,0.34900900000000057,0.3819409999999994,0.19482999999999961,0.39692930000000004,0.2145906000000002,0.3732049999999987,0.42008200000000073,1.3172490000000003,0.870350000000002,0.37363999999999464,0.639875,0.6528269999999985,1.3628058999999997,0.7310230000000075,0.914085,0.2004750000000044,0.4212649999999982
3,0.14295800000000014,0.34900900000000057,0.3819409999999994,0.19482999999999961,0.39692930000000004,0.2145906000000002,0.3732049999999987,0.42008200000000073,1.3172490000000003,0.870350000000002,0.37363999999999464,0.639875,0.6528269999999985,1.3628058999999997,0.7310230000000075,0.914085,0.2004750000000044,0.4212649999999982
4,0.11632100000000278,0.2613140000000005,0.3002614999999995,0.15139899999999962,0.30793730000000075,0.17324420000000007,0.28713499999999925,0.29938299999999884,1.037274,0.6887199999999893,0.2924600000000055,0.47021099999999905,0.43737799999999893,1.0793646999999993,0.5576020000000028,0.7206490000000016,0.1740870000000001,0.34515400000000085
5,0.09457200000000299,0.2264790000000012,0.25898169999999965,0.13116199999999978,0.2635173000000002,0.1544089999999998,0.24013300000000015,0.2543320000000051,0.8731529999999985,0.5937199999999905,0.2602499999999992,0.415341999999999,0.38512599999999964,0.9899592000000004,0.5218799999999959,0.6450959999999988,0.15584199999999981,0.28647399999999834
6,0.10753599999999963,0.2593779999999999,0.2946213999999996,0.14852299999999907,0.2991173000000007,0.16961190000000004,0.27301999999999893,0.3023209999999992,1.0249099999999984,0.688919999999996,0.2731500000000011,0.4737329999999993,0.3491350000000004,1.0356179999999995,0.531447,0.7272670000000012,0.17559500000000128,0.3564530000000019
7,0.07633000000000223,0.16543500000000044,0.24079339999999938,0.10924200000000006,0.2100263000000009,0.13351049999999987,0.19247000000000014,0.24382700000000312,0.8150790000000008,0.5570999999999913,0.21869999999999834,0.3902929999999998,0.43114200000000125,0.8530685,0.38123199999999713,0.5605580000000003,0.13413500000000056,0.27881
8,0.09820000000000206,0.2513590000000008,0.2731992999999999,0.13776900000000047,0.27314030000000145,0.1570147999999998,0.24566000000000088,0.24495200000000494,0.8350030000000004,0.5696799999999769,0.2573100000000039,0.45792900000000003,0.4475629999999988,0.9611595999999993,0.5657819999999987,0.7149410000000032,0.16074199999999905,0.2569289999999995
