,Balikpapan height,Bontang height,Tandjoengbatoe height,Tarakan height,Tawau height,Semporna height,Bongao Island height,Zamboanga height,Pagadian height,General Santos height,Tahuna height,Manado height,Boroko height,Genluma height,Boeol height,Tolotoli height,Palu height
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146
1,0.10195099999999968,0.25365700000000047,0.28560559999999935,0.14296199999999892,0.2900753000000016,0.16437599999999986,0.2686320000000002,0.28401600000000116,0.9821279999999994,0.6582499999999811,0.2676299999999969,0.44849800000000073,0.3337810000000019,0.9997161999999999,0.532117999999997,0.69041,0.17186500000000393
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146
1,0.10195099999999968,0.25365700000000047,0.28560559999999935,0.14296199999999892,0.2900753000000016,0.16437599999999986,0.2686320000000002,0.28401600000000116,0.9821279999999994,0.6582499999999811,0.2676299999999969,0.44849800000000073,0.3337810000000019,0.9997161999999999,0.532117999999997,0.69041,0.17186500000000393
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146
1,0.10195099999999968,0.25365700000000047,0.28560559999999935,0.14296199999999892,0.2900753000000016,0.16437599999999986,0.2686320000000002,0.28401600000000116,0.9821279999999994,0.6582499999999811,0.2676299999999969,0.44849800000000073,0.3337810000000019,0.9997161999999999,0.532117999999997,0.69041,0.17186500000000393
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146
1,0.10195099999999968,0.25365700000000047,0.28560559999999935,0.14296199999999892,0.2900753000000016,0.16437599999999986,0.2686320000000002,0.28401600000000116,0.9821279999999994,0.6582499999999811,0.2676299999999969,0.44849800000000073,0.3337810000000019,0.9997161999999999,0.532117999999997,0.69041,0.17186500000000393
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
7,0.12406100000000109,0.2830690000000011,0.3152442999999998,0.1616079999999993,0.3247543000000004,0.18210840000000017,0.3015989999999995,0.3032760000000039,1.0166569999999986,0.7300499999999772,0.3525199999999984,0.5718490000000003,0.6352100000000007,1.2426361999999997,0.7122880000000009,0.810928999999998,0.18565500000000412
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146
1,0.10195099999999968,0.25365700000000047,0.28560559999999935,0.14296199999999892,0.2900753000000016,0.16437599999999986,0.2686320000000002,0.28401600000000116,0.9821279999999994,0.6582499999999811,0.2676299999999969,0.44849800000000073,0.3337810000000019,0.9997161999999999,0.532117999999997,0.69041,0.17186500000000393
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
7,0.12406100000000109,0.2830690000000011,0.3152442999999998,0.1616079999999993,0.3247543000000004,0.18210840000000017,0.3015989999999995,0.3032760000000039,1.0166569999999986,0.7300499999999772,0.3525199999999984,0.5718490000000003,0.6352100000000007,1.2426361999999997,0.7122880000000009,0.810928999999998,0.18565500000000412
8,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
0,0.11313900000000032,0.30791400000000024,0.4313696,0.16536799999999907,0.29014830000000025,0.18481479999999983,0.19217300000000037,0.33359899999999953,1.0845079999999996,0.8445499999999981,0.30304999999999893,0.7395579999999988,0.9709719999999997,1.3573442,0.44428700000000276,0.6276860000000006,0.17072900000000146
1,0.10195099999999968,0.25365700000000047,0.28560559999999935,0.14296199999999892,0.2900753000000016,0.16437599999999986,0.2686320000000002,0.28401600000000116,0.9821279999999994,0.6582499999999811,0.2676299999999969,0.44849800000000073,0.3337810000000019,0.9997161999999999,0.532117999999997,0.69041,0.17186500000000393
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
7,0.12406100000000109,0.2830690000000011,0.3152442999999998,0.1616079999999993,0.3247543000000004,0.18210840000000017,0.3015989999999995,0.3032760000000039,1.0166569999999986,0.7300499999999772,0.3525199999999984,0.5718490000000003,0.6352100000000007,1.2426361999999997,0.7122880000000009,0.810928999999998,0.18565500000000412
8,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
9,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
1,0.10195099999999968,0.25365700000000047,0.28560559999999935,0.14296199999999892,0.2900753000000016,0.16437599999999986,0.2686320000000002,0.28401600000000116,0.9821279999999994,0.6582499999999811,0.2676299999999969,0.44849800000000073,0.3337810000000019,0.9997161999999999,0.532117999999997,0.69041,0.17186500000000393
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
7,0.12406100000000109,0.2830690000000011,0.3152442999999998,0.1616079999999993,0.3247543000000004,0.18210840000000017,0.3015989999999995,0.3032760000000039,1.0166569999999986,0.7300499999999772,0.3525199999999984,0.5718490000000003,0.6352100000000007,1.2426361999999997,0.7122880000000009,0.810928999999998,0.18565500000000412
8,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
9,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
10,0.0856790000000025,0.20100099999999976,0.25669079999999944,0.12086000000000041,0.2336343000000003,0.14412709999999995,0.1987659999999991,0.24824500000000427,0.7993360000000003,0.5404199999999832,0.23761000000000365,0.43672699999999764,0.4123480000000015,0.9943885999999997,0.46967999999999677,0.6344379999999994,0.14922299999999922
2,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
7,0.12406100000000109,0.2830690000000011,0.3152442999999998,0.1616079999999993,0.3247543000000004,0.18210840000000017,0.3015989999999995,0.3032760000000039,1.0166569999999986,0.7300499999999772,0.3525199999999984,0.5718490000000003,0.6352100000000007,1.2426361999999997,0.7122880000000009,0.810928999999998,0.18565500000000412
8,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
9,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
10,0.0856790000000025,0.20100099999999976,0.25669079999999944,0.12086000000000041,0.2336343000000003,0.14412709999999995,0.1987659999999991,0.24824500000000427,0.7993360000000003,0.5404199999999832,0.23761000000000365,0.43672699999999764,0.4123480000000015,0.9943885999999997,0.46967999999999677,0.6344379999999994,0.14922299999999922
11,0.11081900000000289,0.26530900000000024,0.29845200000000016,0.14905499999999883,0.30088830000000044,0.1680499000000002,0.2793980000000005,0.25495700000000454,0.9106519999999989,0.643259999999998,0.3003800000000041,0.45862599999999887,0.4714450000000028,1.0433470999999992,0.6368439999999964,0.7358550000000008,0.1708460000000045
3,0.12251600000000096,0.29277000000000086,0.3215570999999997,0.16225500000000004,0.32746530000000007,0.18221109999999996,0.30005099999999985,0.29873900000000475,1.0050619999999988,0.6991099999999904,0.3244800000000083,0.5009739999999994,0.5154129999999988,1.1605713,0.6920199999999994,0.7912350000000004,0.1824280000000016
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
7,0.12406100000000109,0.2830690000000011,0.3152442999999998,0.1616079999999993,0.3247543000000004,0.18210840000000017,0.3015989999999995,0.3032760000000039,1.0166569999999986,0.7300499999999772,0.3525199999999984,0.5718490000000003,0.6352100000000007,1.2426361999999997,0.7122880000000009,0.810928999999998,0.18565500000000412
8,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
9,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
10,0.0856790000000025,0.20100099999999976,0.25669079999999944,0.12086000000000041,0.2336343000000003,0.14412709999999995,0.1987659999999991,0.24824500000000427,0.7993360000000003,0.5404199999999832,0.23761000000000365,0.43672699999999764,0.4123480000000015,0.9943885999999997,0.46967999999999677,0.6344379999999994,0.14922299999999922
11,0.11081900000000289,0.26530900000000024,0.29845200000000016,0.14905499999999883,0.30088830000000044,0.1680499000000002,0.2793980000000005,0.25495700000000454,0.9106519999999989,0.643259999999998,0.3003800000000041,0.45862599999999887,0.4714450000000028,1.0433470999999992,0.6368439999999964,0.7358550000000008,0.1708460000000045
12,0.09864900000000176,0.23809400000000025,0.2711489,0.1358549999999994,0.27388230000000036,0.1579828000000001,0.24812000000000012,0.2631060000000005,0.902041999999998,0.6070299999999804,0.25661999999999807,0.40834199999999754,0.3531809999999993,0.9766188000000007,0.5128050000000002,0.6566019999999995,0.15790700000000157
4,0.11747100000000188,0.2778320000000001,0.30596529999999955,0.15378499999999917,0.3093653000000014,0.17081120000000016,0.29933300000000074,0.25937300000000363,0.9444750000000006,0.6762200000000007,0.32267000000000223,0.5343549999999979,0.5770140000000019,1.1002542000000002,0.6335699999999918,0.7843780000000002,0.16392100000000198
5,0.09228000000000236,0.2316540000000007,0.26317959999999996,0.1323749999999997,0.2645123000000016,0.15459159999999983,0.23577200000000076,0.26270500000000396,0.9089549999999988,0.6097499999999911,0.2284700000000015,0.3974429999999991,0.3219539999999981,0.9190735999999999,0.46918200000000354,0.6475679999999997,0.15446800000000138
6,0.13473100000000215,0.3281179999999999,0.3590270999999996,0.18286299999999933,0.3706693000000012,0.20232399999999995,0.35209099999999793,0.3319110000000052,1.1378769999999996,0.8239199999999869,0.39481000000000677,0.5966959999999979,0.7324909999999996,1.3132154000000007,0.82477200000001,0.8652879999999996,0.175415000000001
7,0.12406100000000109,0.2830690000000011,0.3152442999999998,0.1616079999999993,0.3247543000000004,0.18210840000000017,0.3015989999999995,0.3032760000000039,1.0166569999999986,0.7300499999999772,0.3525199999999984,0.5718490000000003,0.6352100000000007,1.2426361999999997,0.7122880000000009,0.810928999999998,0.18565500000000412
8,0.10436400000000035,0.2860320000000005,0.29944550000000003,0.14986799999999967,0.30075430000000125,0.16549179999999986,0.29331399999999874,0.2317200000000028,0.8949560000000005,0.6054900000000032,0.2887400000000042,0.5137669999999979,0.4963370000000005,0.9508276000000002,0.7189649999999972,0.7724469999999997,0.16170000000000329
