,Unnamed: 0,Balikpapan height,Bontang height,Tandjoengbatoe height,Tarakan height,Tawau height,Semporna height,Bongao Island height,Zamboanga height,Pagadian height,General Santos height,Tahuna height,Manado height,Boroko height,Genluma height,Boeol height,Tolotoli height,Palu height,Davao height
74,11,0.1104440000000011,0.2747140000000012,0.2960053999999994,0.1524009999999993,0.3023423000000012,0.1739313,0.2645680000000006,0.3161030000000053,1.0455159999999992,0.689629999999994,0.263770000000008,0.476704999999999,0.4932610000000004,1.1253323000000002,0.5119000000000113,0.7390439999999998,0.1731480000000047,0.3445079999999976
84,12,0.1211720000000013,0.285755,0.3141390999999993,0.1567199999999999,0.3187293000000011,0.1769246,0.2944749999999985,0.2920119999999997,0.9876970000000008,0.6722900000000038,0.2966300000000075,0.4533819999999977,0.4549860000000016,1.0879006000000002,0.6547620000000052,0.7446379999999984,0.1721399999999988,0.3262929999999997
94,13,0.1197130000000008,0.2826579999999996,0.3161724000000001,0.1604259999999993,0.3205103000000004,0.1801506000000001,0.2734500000000004,0.3021310000000028,1.0261069999999997,0.6677799999999934,0.2583800000000025,0.4677189999999989,0.4335870000000028,1.0969370000000005,0.5929430000000053,0.7726299999999995,0.1783810000000016,0.3301889999999972
104,14,0.0962880000000012,0.1980830000000004,0.2616654999999994,0.1300819999999998,0.2598083000000013,0.154493,0.2384579999999978,0.2734330000000042,0.920344,0.6155200000000036,0.2662399999999962,0.4408290000000008,0.5040649999999971,1.0133237,0.4560069999999996,0.6333359999999999,0.1548500000000032,0.3048269999999959
114,15,0.1076920000000001,0.240673000000001,0.2827544999999993,0.1435320000000004,0.2902673,0.1661755,0.2661489999999986,0.291761000000001,0.9769669999999984,0.6541899999999998,0.2857199999999977,0.4492510000000003,0.4440179999999998,1.0589782999999997,0.548997,0.6939270000000022,0.1655280000000019,0.3244819999999961
124,16,0.0797260000000008,0.1710349999999998,0.2295565999999995,0.1102340000000001,0.2186783000000005,0.1340129999999999,0.2049319999999994,0.2331399999999988,0.8002289999999981,0.5418799999999919,0.2200500000000005,0.3789209999999983,0.3460529999999977,0.8391139000000001,0.3831569999999971,0.5535470000000018,0.1379530000000031,0.279713000000001
134,17,-9.9999e+98,0.104851,0.1626306999999993,0.0768439999999994,0.1445423000000012,0.0970759000000001,0.1382709999999996,0.156055000000002,0.6055279999999996,0.4490299999999934,0.1846900000000033,0.3011939999999988,0.2401760000000017,0.6206496999999995,0.2761179999999967,0.3796029999999994,0.0926060000000035,0.2266499999999993
144,18,0.12134,0.2941610000000008,0.3140213999999997,0.1606129999999996,0.3182303000000015,0.1821237,0.2793019999999977,0.3287290000000027,1.063445999999999,0.71223999999998,0.3038200000000017,0.5329669999999993,0.5612870000000001,1.2262067000000003,0.6251479999999958,0.7883699999999969,0.1799170000000032,0.3330160000000006
154,19,-9.9999e+98,0.1061620000000012,0.1408154000000001,0.065555999999999,0.1257633000000009,0.08488,0.1205899999999999,0.1240179999999995,0.5022839999999995,0.3585300000000018,0.1395100000000013,0.2504290000000004,0.1969130000000021,0.5032760000000005,0.2559100000000001,0.2913500000000013,0.0510680000000007,0.1915849999999963
164,20,0.086038000000002,0.2132430000000003,0.2429429999999994,0.1218500000000002,0.2466223000000003,0.1450559,0.225638,0.2418600000000026,0.8203840000000007,0.552189999999996,0.2501800000000003,0.4028999999999989,0.3194820000000007,0.9122589000000004,0.4722450000000009,0.590211,0.1492959999999996,0.2775919999999985
174,21,0.0791380000000003,0.2131430000000005,0.2397736999999997,0.1186389999999999,0.2422573000000003,0.1413267999999998,0.2246260000000006,0.2288860000000028,0.7947220000000002,0.5303399999999954,0.2336999999999989,0.3906150000000004,0.2935560000000023,0.8509846000000003,0.4573149999999941,0.5624859999999998,0.1472529999999992,0.2711100000000002
184,22,0.0791380000000003,0.2131430000000005,0.2397736999999997,0.1186389999999999,0.2422573000000003,0.1413267999999998,0.2246260000000006,0.2288860000000028,0.7947220000000002,0.5303399999999954,0.2336999999999989,0.3906150000000004,0.2935560000000023,0.8509846000000003,0.4573149999999941,0.5624859999999998,0.1472529999999992,0.2711100000000002
194,23,0.1227450000000018,0.3001350000000009,0.3150547000000001,0.1620629999999998,0.3258573000000009,0.1847984,0.2978969999999989,0.3373090000000047,1.1008519999999995,0.7410099999999886,0.3215799999999973,0.5146169999999977,0.5597279999999998,1.2381913000000004,0.6334289999999925,0.780739999999998,0.181715000000004,0.3601710000000011
204,24,0.080883,0.197617000000001,0.2303942999999995,0.1157690000000002,0.2333683000000004,0.1390733000000001,0.2126519999999985,0.2305740000000042,0.7819420000000008,0.5287199999999928,0.2360500000000058,0.3913519999999977,0.3078490000000009,0.8764887000000003,0.4486840000000001,0.5639459999999978,0.1432569999999984,0.2673920000000009
214,25,0.0721939999999996,0.1748580000000004,0.2115434,0.1046839999999988,0.2104963000000008,0.1273490000000001,0.2006979999999991,0.2112040000000021,0.7809249999999999,0.5566800000000001,0.2222299999999961,0.3386659999999999,0.2262520000000023,0.6815123999999999,0.4017000000000053,0.5129669999999997,0.1310569999999984,0.2854299999999981
224,26,0.0813880000000004,0.2214369999999998,0.2398029999999993,0.1188009999999994,0.2399643000000004,0.1397677000000001,0.2197129999999987,0.211387000000002,0.7250319999999988,0.5087399999999889,0.2398199999999946,0.406727,0.3742879999999999,0.8740342999999999,0.5163940000000053,0.608706999999999,0.1430580000000034,0.2443799999999996
234,27,0.1009480000000024,0.2470320000000008,0.2759336999999995,0.1409549999999999,0.2785023000000013,0.1622370000000002,0.2421389999999981,0.2688610000000011,0.8905980000000007,0.6107700000000023,0.2758800000000008,0.472804,0.452582999999997,1.0393514,0.568719999999999,0.7161359999999988,0.1629640000000023,0.2822449999999961
244,28,0.1190280000000001,0.2876519999999996,0.3147999999999999,0.1577380000000001,0.3158893000000002,0.1762641,0.2783729999999984,0.2765570000000039,0.9612519999999982,0.6515100000000018,0.2885399999999976,0.4684829999999991,0.4679690000000001,1.0523507,0.6363369999999975,0.7661760000000015,0.1741099999999988,0.302228999999997
254,29,0.0576290000000021,0.1321110000000001,0.1800334000000001,0.0871829999999995,0.1691383000000001,0.1096314999999998,0.1561129999999977,0.1913330000000002,0.6493879999999983,0.4536699999999882,0.1733600000000024,0.3007139999999992,0.2545569999999983,0.6511059000000001,0.3507290000000012,0.4468840000000007,0.1089120000000036,0.2400869999999955
264,30,0.0576290000000021,0.1321110000000001,0.1800334000000001,0.0871829999999995,0.1691383000000001,0.1096314999999998,0.1561129999999977,0.1913330000000002,0.6493879999999983,0.4536699999999882,0.1733600000000024,0.3007139999999992,0.2545569999999983,0.6511059000000001,0.3507290000000012,0.4468840000000007,0.1089120000000036,0.2400869999999955
274,31,0.0719250000000002,0.156644,0.2214773000000001,0.1030920000000001,0.2014613,0.1269382000000001,0.1878710000000012,0.2296869999999984,0.7648650000000004,0.523619999999994,0.2062600000000003,0.3652359999999994,0.3417330000000014,0.7783683000000003,0.3674039999999934,0.5207540000000002,0.125314000000003,0.2721930000000014
284,32,0.1075790000000012,0.2632890000000003,0.2973129999999999,0.1481139999999996,0.2997413000000009,0.1669887999999999,0.2823239999999991,0.2613040000000026,0.905473999999998,0.6490799999999979,0.3036199999999951,0.4586439999999996,0.4843580000000003,1.0340337999999996,0.6311369999999954,0.7199160000000013,0.1694069999999996,0.2814809999999994
294,33,0.0772730000000017,0.1848559999999999,0.2256653999999995,0.1138829999999995,0.2278723000000013,0.1375722999999999,0.2087609999999991,0.2373850000000033,0.8030919999999995,0.5408099999999934,0.225679999999997,0.3689210000000003,0.3418659999999995,0.8504420000000001,0.4040320000000008,0.5540780000000005,0.1407020000000045,0.2766409999999979
