,Unnamed: 0,Balikpapan height,Bontang height,Tandjoengbatoe height,Tarakan height,Tawau height,Semporna height,Bongao Island height,Zamboanga height,Pagadian height,General Santos height,Tahuna height,Manado height,Boroko height,Genluma height,Boeol height,Tolotoli height,Palu height,Davao height
2124,216,0.0781930000000024,0.1675430000000002,0.2308431999999998,0.1107689999999994,0.2170263000000005,0.135046,0.1988009999999995,0.2396799999999999,0.8050469999999983,0.5463900000000024,0.2233099999999979,0.3846689999999988,0.3796600000000012,0.8585317000000003,0.3936169999999919,0.5557419999999986,0.1387089999999986,0.2799029999999973
2134,217,0.0749170000000027,0.2264739999999996,0.2397134999999997,0.1238919999999996,0.2500572999999999,0.1417687,0.3157180000000004,0.2756140000000044,0.9222789999999996,0.6074299999999937,0.3004999999999995,0.518025999999999,0.807032999999997,1.4403753000000004,0.913160999999988,0.7076209999999996,0.1331950000000006,0.2978179999999994
2144,218,0.116931000000001,0.2787560000000013,0.3166452999999993,0.1594289999999993,0.3246583000000012,0.1809566,0.3031970000000008,0.330840000000002,1.0874670000000002,0.7206899999999905,0.3039200000000051,0.4949039999999982,0.4655450000000023,1.1300466,0.5878650000000079,0.7536510000000014,0.1760580000000047,0.3617319999999964
2154,219,0.0917589999999997,0.228371000000001,0.2578318999999993,0.1302399999999988,0.2611633000000015,0.1527653,0.2353379999999987,0.2507969999999986,0.8543129999999977,0.5796799999999962,0.2530299999999954,0.4065030000000007,0.3645750000000021,0.9635808,0.5114240000000052,0.6546479999999981,0.1525450000000034,0.284402
2164,220,0.1066050000000018,0.2508239999999997,0.2863112999999995,0.1453699999999997,0.2904453,0.1667988999999998,0.2591199999999993,0.2974930000000029,1.0000289999999978,0.6673600000000022,0.2570500000000066,0.4445829999999979,0.4169330000000002,1.038323200000001,0.4979739999999992,0.7047179999999997,0.1703060000000036,0.3371220000000008
2174,221,0.1385670000000018,0.3233890000000006,0.3738358999999995,0.1881269999999997,0.3846012999999999,0.2071743999999999,0.3642000000000003,0.3967530000000039,1.2777729999999998,0.8400000000000034,0.3489500000000021,0.5944380000000002,0.5805389999999981,1.2623955999999996,0.6707640000000055,0.8796900000000001,0.1945529999999991,0.4150449999999992
2184,222,0.0861590000000021,0.2115200000000001,0.2496400999999997,0.1261770000000002,0.2498913000000016,0.1500387,0.2357820000000003,0.2738720000000043,0.956284,0.6766299999999887,0.2696800000000081,0.4119320000000002,0.3237650000000016,0.8449906999999999,0.4555539999999922,0.6293140000000008,0.1499379999999988,0.3457469999999958
2194,223,0.1065920000000026,0.2558830000000007,0.2929760999999997,0.1475480000000004,0.2966563000000004,0.1686586999999999,0.2737589999999983,0.3030100000000004,1.0408270000000002,0.7026099999999929,0.2641299999999944,0.4404879999999984,0.3871320000000011,0.9946672999999996,0.496641000000011,0.710642,0.178139999999999,0.3627759999999966
2204,224,0.0891650000000012,0.1946110000000001,0.2464534,0.1251809999999995,0.250217300000001,0.1492797999999999,0.2291109999999996,0.2608360000000047,0.8771780000000007,0.5889999999999986,0.2533200000000022,0.4101639999999982,0.4008499999999984,0.9674997000000004,0.4435940000000045,0.6180060000000012,0.1532680000000041,0.2959600000000009
2214,225,0.1160740000000011,0.2540570000000013,0.2992034999999999,0.1494949999999999,0.2991203000000002,0.1731608000000002,0.2729669999999977,0.3122310000000041,1.0222289999999994,0.6944699999999955,0.3104399999999998,0.5145699999999991,0.5942749999999997,1.1974378999999995,0.615161999999998,0.7263169999999981,0.1644270000000034,0.3285009999999957
2224,226,0.082417000000003,0.189725000000001,0.2269179999999995,0.1156310000000004,0.2284753000000012,0.1383676,0.2017959999999981,0.2290710000000047,0.760705999999999,0.5166600000000017,0.2248600000000067,0.3842840000000009,0.3418270000000021,0.8968327999999994,0.4630379999999974,0.5968930000000015,0.1471510000000009,0.2577619999999996
2234,227,0.0778750000000023,0.1749419999999997,0.2353303999999996,0.1104679999999991,0.2165793000000011,0.1345098,0.1940889999999981,0.2381770000000003,0.7845249999999986,0.5318099999999788,0.2184600000000074,0.3736110000000003,0.3711219999999997,0.8675927999999997,0.4028320000000036,0.5541790000000013,0.1344940000000036,0.2682980000000015
2244,228,0.0762600000000013,0.1764890000000001,0.2204391999999995,0.1093139999999994,0.2150393000000008,0.1330928999999998,0.1946890000000003,0.2312820000000002,0.7926129999999993,0.5461799999999926,0.2095000000000055,0.3492439999999988,0.2984670000000022,0.7771287000000004,0.416207,0.5529110000000017,0.1382219999999989,0.2826710000000005
2254,229,0.1306229999999999,0.3094300000000007,0.3483904999999998,0.175241999999999,0.3536023000000003,0.1942503000000002,0.3196960000000004,0.3568430000000049,1.1786619999999992,0.7826499999999896,0.2979200000000048,0.4963049999999995,0.449702000000002,1.1610645999999996,0.5924939999999879,0.8242769999999986,0.1797770000000014,0.3937880000000007
2264,230,0.125236000000001,0.3062769999999997,0.3384732000000001,0.1721089999999989,0.3435193000000005,0.1910037999999998,0.3029189999999992,0.3120930000000044,1.0652799999999978,0.7282299999999964,0.3275600000000054,0.5361839999999987,0.5420370000000005,1.1976829999999996,0.7034370000000081,0.832494999999998,0.1763919999999998,0.3251539999999977
2274,231,0.1038990000000019,0.2688620000000004,0.2921448999999994,0.1452790000000003,0.2922393000000003,0.1641827999999998,0.2540379999999977,0.2489600000000038,0.8787239999999983,0.5850099999999827,0.2542399999999958,0.4574529999999974,0.4217880000000029,0.9482748,0.5906930000000017,0.7099630000000019,0.1667899999999988,0.2916419999999959
2284,232,0.1055030000000023,0.2653660000000002,0.2840832999999998,0.1471269999999993,0.2900703,0.1688911000000001,0.246023000000001,0.2938210000000012,0.9767279999999978,0.638149999999996,0.2517500000000012,0.4709789999999998,0.4401080000000021,1.1164077,0.5310149999999965,0.7261440000000015,0.1713760000000022,0.3126559999999969
2294,233,0.1270200000000017,0.2936270000000007,0.3371114999999998,0.169219,0.3456693000000008,0.1899644,0.3244059999999997,0.3474989999999991,1.1448900000000002,0.7559399999999812,0.3165599999999955,0.5216250000000002,0.495792999999999,1.1625290999999995,0.6234480000000104,0.8019400000000019,0.1874450000000038,0.3795459999999977
2304,234,0.0716689999999999,0.167707,0.2219518999999996,0.1072120000000005,0.2148943000000009,0.1306522999999999,0.2012959999999992,0.2298690000000007,0.7636119999999984,0.5122099999999818,0.2193599999999946,0.3626329999999989,0.3590699999999991,0.8213453,0.3620429999999999,0.5231080000000006,0.133305,0.262239000000001
2314,235,0.1144790000000028,0.274775,0.3067793999999999,0.1538249999999994,0.3123913000000016,0.1747310999999998,0.2860249999999986,0.2998800000000017,1.0181620000000002,0.6810199999999895,0.2907100000000042,0.4827019999999997,0.3854480000000002,1.0672870000000003,0.5969300000000004,0.7363350000000004,0.1744990000000044,0.3484639999999999
2324,236,-0.0043869999999976,0.1062270000000005,0.1621027000000001,0.0757399999999997,0.1464923000000002,0.0959099000000001,0.1399489999999978,0.149799999999999,0.570568999999999,0.3961499999999773,0.154049999999998,0.2857199999999977,0.2776600000000009,0.5845551999999996,0.2530560000000008,0.3321579999999997,0.0532400000000023,0.2110440000000011
2334,237,0.0629600000000003,0.1478910000000013,0.1797909999999998,0.0908879999999996,0.1777693000000013,0.1128738,0.1575619999999986,0.1785920000000018,0.6219539999999988,0.4249099999999828,0.1626300000000071,0.2962740000000003,0.2600719999999974,0.6771636999999995,0.3893400000000042,0.4731810000000003,0.1112439999999992,0.2230829999999954
2344,238,0.0940560000000019,0.2333639999999999,0.2658760999999998,0.1352109999999999,0.2671313000000008,0.1578293999999998,0.2299889999999997,0.2628890000000012,0.937145000000001,0.6242499999999893,0.2402699999999953,0.3871719999999996,0.3527519999999988,0.9313298000000004,0.4986460000000079,0.6647210000000001,0.1592850000000041,0.3234610000000018
2354,239,0.1150190000000002,0.2734190000000005,0.3062648999999995,0.1571999999999995,0.3096453000000014,0.1767485999999998,0.2641549999999988,0.2882239999999996,0.9902559999999988,0.6633899999999926,0.2864600000000052,0.5108049999999977,0.486111000000001,1.1302394999999992,0.6105230000000006,0.7816560000000017,0.1729430000000036,0.3090070000000011
2364,240,0.1178559999999997,0.296087,0.3135395999999995,0.1590969999999991,0.3133063000000007,0.1768630999999998,0.2553990000000006,0.2445519999999987,0.9204499999999988,0.5718999999999994,0.2404300000000034,0.4975120000000004,0.4836789999999986,0.9799347000000004,0.634278000000009,0.7484749999999991,0.1864040000000031,0.2694429999999954
2374,241,0.1290380000000013,0.321435000000001,0.3521541999999993,0.175813999999999,0.3605923000000004,0.1955689999999998,0.3467149999999996,0.3189440000000019,1.0760189999999987,0.7382199999999841,0.3466300000000046,0.5267929999999978,0.5602410000000013,1.1933825000000002,0.7637370000000061,0.8031239999999968,0.1752010000000012,0.3402159999999981
2384,242,0.0780780000000014,0.2102540000000008,0.2308028999999996,0.1142289999999999,0.2317572999999999,0.1362492999999998,0.2126789999999978,0.2150740000000013,0.7279160000000005,0.4991899999999987,0.2272899999999964,0.3837930000000007,0.3337579999999995,0.8487557999999993,0.4829349999999976,0.5659179999999999,0.1422310000000024,0.2457190000000011
2394,243,0.0697520000000011,0.1668000000000002,0.2015858000000001,0.0997969999999988,0.201690300000001,0.1223122999999999,0.1838049999999995,0.1926020000000008,0.6722760000000001,0.4556900000000041,0.1987400000000008,0.346194999999998,0.2653630000000007,0.7378936999999999,0.3981720000000024,0.494568000000001,0.1246750000000034,0.2393640000000019
2404,244,0.0707149999999998,0.1478789999999996,0.2355301999999994,0.1029590000000002,0.2022883000000011,0.1260354000000001,0.1912559999999992,0.2309109999999989,0.7702249999999999,0.5292499999999905,0.2127600000000029,0.3814489999999999,0.4244760000000021,0.7910326000000003,0.3250239999999991,0.5070820000000005,0.1235619999999997,0.2668029999999959
2414,245,0.0952970000000021,0.233982000000001,0.2581047999999999,0.1284419999999997,0.2606573000000001,0.1505154000000002,0.2391229999999993,0.2442029999999988,0.826941999999999,0.5605699999999842,0.2530399999999986,0.4109729999999985,0.356114999999999,0.9321534999999992,0.5238879999999995,0.6243189999999998,0.1519559999999984,0.2759129999999956
2424,246,0.0955480000000008,0.2477350000000004,0.2661229999999994,0.1363070000000004,0.2656133,0.1564298000000001,0.2135069999999999,0.2422240000000002,0.820454999999999,0.5193999999999903,0.2120400000000017,0.4515129999999985,0.3949270000000027,0.9231623999999998,0.5146190000000104,0.6912250000000029,0.1576850000000007,0.2538569999999964
2434,247,0.0753640000000004,0.1935730000000006,0.2197876,0.1091619999999995,0.2192553000000003,0.1309792999999999,0.1968430000000012,0.2008180000000052,0.6998669999999976,0.4776999999999987,0.2104900000000071,0.3625459999999982,0.3043420000000019,0.8012335999999998,0.4433970000000045,0.5508970000000026,0.1342059999999989,0.242334999999997
2444,248,0.1198940000000021,0.2850669999999997,0.3153978999999998,0.1587289999999992,0.3195592999999999,0.1784083,0.2928789999999992,0.2960540000000051,0.9910560000000004,0.6857599999999877,0.3087699999999955,0.4804619999999993,0.4802469999999985,1.1109897000000002,0.6564900000000051,0.7709420000000016,0.1763380000000012,0.3175729999999959
2454,249,0.1152499999999996,0.2725799999999996,0.3030631000000001,0.1544290000000003,0.3124373000000009,0.1769577999999998,0.2874499999999997,0.3208460000000031,1.060296000000001,0.7069199999999967,0.3041099999999943,0.495673,0.5362940000000016,1.1436180999999994,0.5744889999999998,0.7322750000000013,0.1702259999999995,0.3500739999999993
2464,250,0.1152499999999996,0.2725799999999996,0.3030631000000001,0.1544290000000003,0.3124373000000009,0.1769577999999998,0.2874499999999997,0.3208460000000031,1.060296000000001,0.7069199999999967,0.3041099999999943,0.495673,0.5362940000000016,1.1436180999999994,0.5744889999999998,0.7322750000000013,0.1702259999999995,0.3500739999999993
2474,251,0.0722280000000026,0.1623210000000003,0.2379690999999999,0.1058129999999994,0.203406300000001,0.1293549999999999,0.1785879999999977,0.2274999999999991,0.7448869999999985,0.5057799999999872,0.2069299999999998,0.3686189999999989,0.3743349999999985,0.8443981000000003,0.4098889999999926,0.542113999999998,0.1262550000000004,0.2546010000000009
2484,252,0.1252460000000006,0.293648000000001,0.3195575000000001,0.1620840000000001,0.3289393,0.1841162999999999,0.3036339999999988,0.322535000000002,1.0661120000000004,0.7193099999999788,0.3196499999999957,0.5092770000000009,0.4828430000000026,1.1950129,0.6617340000000098,0.776726,0.182189000000001,0.3442959999999999
2494,253,0.092494000000002,0.2425840000000008,0.2902345999999998,0.1310859999999998,0.2548673000000008,0.1559878999999999,0.2292370000000012,0.2890799999999984,0.9519939999999992,0.6427300000000002,0.2648900000000083,0.4631869999999978,0.5509139999999988,1.0495733000000005,0.4493889999999965,0.6509989999999988,0.1582119999999989,0.316874999999996
2504,254,0.1233610000000027,0.2868690000000011,0.3195912999999999,0.1606769999999997,0.3269172999999998,0.1817481,0.3037190000000009,0.3062170000000037,1.0267820000000007,0.7001199999999983,0.3123300000000029,0.4835269999999987,0.4810169999999978,1.1498586999999991,0.6741570000000081,0.758771000000003,0.1814239999999998,0.3334909999999951
2514,255,0.0934910000000002,0.2277979999999999,0.2611015999999999,0.1311359999999997,0.2648733000000014,0.1538195999999998,0.2417850000000001,0.2578780000000051,0.8915860000000002,0.5989599999999768,0.2529899999999969,0.4268649999999994,0.322856999999999,0.9523202,0.4912369999999981,0.6356409999999997,0.1546090000000006,0.3036579999999986
2524,256,0.0934910000000002,0.2277979999999999,0.2611015999999999,0.1311359999999997,0.2648733000000014,0.1538195999999998,0.2417850000000001,0.2578780000000051,0.8915860000000002,0.5989599999999768,0.2529899999999969,0.4268649999999994,0.322856999999999,0.9523202,0.4912369999999981,0.6356409999999997,0.1546090000000006,0.3036579999999986
2534,257,0.0898310000000002,0.2406079999999999,0.2600622999999995,0.1300279999999993,0.2589383000000005,0.1501287000000002,0.2262069999999987,0.2276680000000013,0.7848919999999993,0.5325799999999958,0.2379700000000042,0.4319609999999976,0.3994379999999999,0.8997339000000002,0.5355569999999972,0.6612290000000023,0.1514780000000044,0.2552519999999987
2544,258,0.1196320000000028,0.2933470000000007,0.3091341999999999,0.1589759999999991,0.317184300000001,0.1808687,0.2879329999999989,0.3411060000000034,1.1157590000000006,0.7487500000000011,0.3002599999999944,0.4937869999999975,0.5297750000000008,1.1635834000000005,0.5418390000000102,0.7696980000000018,0.1770020000000016,0.3729939999999985
2554,259,0.1067900000000001,0.2817980000000002,0.3093791000000001,0.1514639999999989,0.3091753000000015,0.1698699999999999,0.2823260000000012,0.2797830000000019,0.9920149999999984,0.6626699999999914,0.2460499999999967,0.4136629999999996,0.3294209999999999,0.9248094,0.5414870000000036,0.6869639999999997,0.1596690000000009,0.3462649999999954
2564,260,0.1138380000000012,0.2776580000000006,0.2967785999999996,0.1522290000000001,0.3049683000000005,0.1754204999999999,0.2777729999999998,0.3172950000000014,1.048565,0.7057199999999852,0.3063700000000011,0.4969189999999983,0.545856999999998,1.1829324000000003,0.5836890000000068,0.7394180000000006,0.176248000000001,0.3436639999999968
2574,261,0.1130640000000013,0.2712580000000013,0.3002017999999999,0.153046999999999,0.3052372999999999,0.1728418999999998,0.273419999999998,0.2773579999999995,0.9540149999999984,0.6689199999999857,0.3101900000000057,0.5255179999999982,0.5466109999999986,1.1490425000000002,0.6526129999999881,0.7754960000000004,0.1804059999999978,0.2941140000000004
2584,262,0.0869960000000027,0.224361,0.2489042999999995,0.123232999999999,0.2491583000000012,0.1448451999999997,0.2246389999999998,0.2295640000000034,0.8116979999999998,0.5447999999999809,0.2199400000000082,0.3859560000000002,0.3167749999999998,0.8338748000000002,0.4834900000000033,0.5898299999999992,0.1454519999999988,0.2832599999999985
2594,263,0.1194360000000003,0.3200130000000012,0.3359477000000002,0.1679919999999999,0.3410913000000004,0.1830644999999999,0.3406759999999984,0.2653740000000013,1.000755999999999,0.7171400000000006,0.3479800000000068,0.556360999999999,0.6163229999999977,1.1034901,0.7335680000000053,0.8166140000000013,0.1718979999999987,0.2626489999999961
2604,264,0.1015680000000003,0.2441050000000011,0.2732593999999997,0.1393450000000005,0.2763553000000005,0.1598801999999999,0.2513599999999982,0.2517619999999994,0.8689040000000006,0.608319999999992,0.2834299999999956,0.4969999999999999,0.4954699999999974,1.0529232999999998,0.5975089999999881,0.7236539999999998,0.1607370000000045,0.2667429999999982
2614,265,0.1165210000000023,0.290045000000001,0.3133457000000001,0.1550370000000001,0.3157573000000013,0.1738601000000001,0.2923299999999997,0.2598470000000006,0.93121,0.6410400000000038,0.2983799999999945,0.4835910000000005,0.4592959999999983,1.0449345999999995,0.6710330000000084,0.7311929999999975,0.1843050000000019,0.2995930000000015
2624,266,0.1073000000000021,0.25211,0.2840633999999999,0.1421580000000002,0.2897303000000004,0.1639959000000002,0.2677399999999998,0.2824610000000049,0.9557639999999984,0.6372599999999977,0.27637,0.4542900000000003,0.3555209999999995,1.006837,0.5442200000000099,0.6679180000000002,0.1691130000000029,0.3188309999999958
2634,267,0.0714140000000007,0.1633589999999998,0.1986461999999997,0.1000420000000001,0.1991783000000015,0.1229174999999997,0.1820789999999981,0.1973090000000041,0.6991440000000004,0.476789999999994,0.1944699999999954,0.3498319999999992,0.2658939999999994,0.7213381999999999,0.4048299999999898,0.5054510000000008,0.1268460000000004,0.2519099999999952
2644,268,0.1002180000000017,0.2383670000000002,0.2707147999999995,0.1386549999999999,0.2746773000000004,0.1606961,0.2451070000000008,0.2680119999999988,0.894321999999999,0.6174399999999878,0.2780199999999979,0.4682929999999992,0.442693000000002,1.0514961000000005,0.5573229999999967,0.7008769999999984,0.1591420000000027,0.2852759999999961
2654,269,0.1358100000000028,0.3319130000000001,0.3706204999999993,0.1857539999999993,0.3806573000000011,0.2052795999999999,0.3630479999999991,0.387163000000001,1.207259999999998,0.7992799999999818,0.3454100000000011,0.5661710000000006,0.5175990000000006,1.2366652,0.7310610000000111,0.8468389999999992,0.1912519999999986,0.3906039999999962
2664,270,0.1040920000000014,0.2355309999999999,0.2754946999999994,0.1391989999999996,0.2763753000000015,0.1618862999999999,0.248232999999999,0.2761139999999997,0.9165379999999992,0.6317999999999984,0.2797000000000054,0.4703750000000006,0.4648419999999973,1.0864613000000007,0.563124000000002,0.7030199999999986,0.1645260000000021,0.2922039999999981
2674,271,0.0985440000000004,0.2488930000000007,0.2769750999999996,0.1383809999999989,0.2785783000000013,0.1594296000000001,0.2479820000000003,0.2699800000000039,0.9265900000000008,0.6141299999999887,0.2269699999999943,0.4207839999999976,0.3358820000000015,0.9306947999999996,0.5032839999999936,0.6698710000000005,0.1615749999999991,0.3226060000000004
2684,272,0.1273830000000018,0.3041619999999998,0.3362745,0.1733379999999993,0.3440063000000002,0.1929954,0.2913420000000002,0.3257079999999988,1.0931679999999986,0.7141900000000021,0.3019100000000065,0.5416430000000005,0.5302520000000008,1.2418432,0.6727029999999985,0.8439990000000002,0.1963380000000043,0.3355929999999958
2694,273,0.1162530000000003,0.274287000000001,0.3059449000000001,0.1552290000000002,0.3087933000000014,0.1746835,0.2724930000000007,0.281725999999999,0.9730910000000002,0.6697399999999902,0.3002100000000069,0.4935030000000004,0.4858170000000008,1.1050110000000002,0.629636000000005,0.7670129999999986,0.1718150000000022,0.3023559999999961
2704,274,0.0919200000000017,0.2224820000000011,0.2566280000000001,0.1298060000000003,0.2615563000000005,0.153159,0.2386939999999988,0.2553620000000052,0.8875759999999993,0.5959499999999878,0.2551500000000004,0.4027949999999975,0.3593629999999983,0.9691184000000002,0.4827329999999961,0.6244890000000005,0.1537490000000048,0.2979440000000011
2714,275,0.123743000000001,0.3018309999999999,0.3314070999999998,0.1657349999999997,0.3381533000000001,0.1860472999999998,0.3149130000000006,0.3144990000000049,1.0454389999999982,0.7088599999999872,0.3174800000000033,0.4821050000000006,0.4831330000000022,1.1551953,0.7005279999999914,0.781410000000001,0.1864660000000029,0.3405399999999972
2724,276,0.076075000000003,0.1854279999999999,0.2170215999999998,0.1101700000000001,0.2180583000000009,0.1327875,0.1925090000000011,0.2223110000000048,0.7277850000000008,0.4922299999999779,0.2070999999999969,0.3600239999999992,0.3133999999999979,0.8206595999999999,0.443521000000004,0.567024,0.1371800000000007,0.2497180000000014
2734,277,0.1250640000000018,0.3064070000000001,0.3330335999999994,0.169770999999999,0.3400783,0.189629,0.309429999999999,0.3207980000000034,1.069938999999998,0.7451999999999828,0.341319999999996,0.5428469999999983,0.5536729999999999,1.2264935,0.7074779999999947,0.8264890000000022,0.1785550000000029,0.3281689999999955
2744,278,0.0773510000000001,0.1696679999999997,0.2538932999999996,0.1110069999999989,0.2137253000000001,0.1352126999999998,0.1896219999999999,0.2407960000000031,0.787706,0.5354799999999784,0.2283299999999997,0.4071560000000005,0.4383180000000024,0.9299571000000002,0.408495000000002,0.5559590000000014,0.1341450000000037,0.2628429999999966
2754,279,0.0773510000000001,0.1696679999999997,0.2538932999999996,0.1110069999999989,0.2137253000000001,0.1352126999999998,0.1896219999999999,0.2407960000000031,0.787706,0.5354799999999784,0.2283299999999997,0.4071560000000005,0.4383180000000024,0.9299571000000002,0.408495000000002,0.5559590000000014,0.1341450000000037,0.2628429999999966
2764,280,0.1146960000000021,0.286505,0.3181712000000001,0.1557999999999992,0.3187393000000007,0.1741310999999998,0.302464999999998,0.3040519999999986,1.069281,0.7305700000000002,0.2620000000000004,0.4297959999999996,0.2897390000000008,0.9208648999999998,0.5339179999999999,0.713279,0.1609880000000032,0.3852929999999972
2774,281,0.0824300000000022,0.1904210000000006,0.2555822999999995,0.118053999999999,0.2292063000000013,0.1417655,0.2009009999999982,0.2474210000000027,0.8025269999999978,0.5450699999999813,0.2357400000000069,0.419905,0.4063419999999986,0.9695279999999996,0.4558419999999898,0.6093459999999986,0.1434569999999979,0.2641470000000012
2784,282,0.1104990000000007,0.2716930000000008,0.3035166,0.1504039999999999,0.3071033000000014,0.1704400000000001,0.2841430000000002,0.272902000000002,0.9426120000000004,0.6377799999999922,0.2830399999999997,0.4681779999999982,0.4201149999999991,1.0343410999999998,0.637518,0.7085280000000012,0.1688600000000022,0.3132760000000019
2794,283,0.0570490000000027,0.1330930000000005,0.1805023999999999,0.0863060000000004,0.169481300000001,0.1085099999999998,0.1582550000000004,0.1823130000000006,0.6359010000000005,0.4399200000000007,0.1716700000000059,0.3179999999999978,0.2376289999999983,0.6317374999999998,0.3421689999999984,0.437462,0.108629999999998,0.2339690000000018
2804,284,0.1139150000000022,0.278989000000001,0.295109,0.1520270000000003,0.3039792999999999,0.1746330999999998,0.2760080000000009,0.3142520000000033,1.0287439999999997,0.6978699999999947,0.3031200000000069,0.4956859999999992,0.5237470000000002,1.1708295,0.598156000000003,0.737242000000002,0.1753140000000002,0.3330429999999964
2814,285,0.0738079999999996,0.1790970000000005,0.2182839999999997,0.1093700000000001,0.2183663000000013,0.1326078000000001,0.2047559999999997,0.2289050000000045,0.7988679999999988,0.5550499999999943,0.2097200000000043,0.3672439999999994,0.2676139999999982,0.7593226,0.4199490000000025,0.546716,0.1368170000000006,0.2931519999999992
2824,286,0.1314530000000005,0.3153610000000011,0.3606229000000001,0.179964,0.3693623000000006,0.1993540999999998,0.3498839999999994,0.3774080000000026,1.2064079999999997,0.7931499999999971,0.3283700000000067,0.5305329999999984,0.4463919999999994,1.1955326,0.6743570000000005,0.8345060000000011,0.1886599999999987,0.4038719999999998
2834,287,0.1228660000000019,0.3101780000000005,0.3395957999999996,0.1698469999999989,0.3464473000000012,0.1885262000000001,0.3312419999999996,0.2918530000000032,1.0237429999999996,0.7385899999999879,0.3531100000000009,0.5129739999999998,0.5987259999999992,1.151033,0.7551630000000102,0.7932400000000008,0.1762799999999984,0.3051809999999975
2844,288,0.1011590000000026,0.260568000000001,0.2818890999999999,0.1439749999999993,0.2857493000000008,0.1616824000000001,0.282788,0.2390150000000019,0.9105579999999982,0.6248199999999997,0.3065500000000014,0.5707139999999988,0.5593740000000018,1.0561802,0.7136869999999931,0.7861359999999991,0.1620699999999999,0.2415559999999956
2854,289,0.0776960000000031,0.189865000000001,0.2249316999999999,0.1117360000000005,0.2210223000000013,0.1349437999999998,0.1971479999999985,0.2318430000000049,0.7860739999999993,0.5351100000000031,0.1985300000000052,0.3456069999999975,0.2902909999999998,0.7935034999999999,0.4236509999999924,0.5545560000000016,0.139363000000003,0.2739479999999972
2864,290,0.0771750000000004,0.2136279999999999,0.2274805999999998,0.1153200000000005,0.2252613000000014,0.1362925000000001,0.1919509999999995,0.2129870000000053,0.719345999999998,0.4802799999999934,0.2028999999999996,0.3804249999999989,0.3541050000000005,0.8246117999999996,0.4654170000000022,0.6123079999999987,0.1378630000000029,0.2374089999999995
2874,291,0.1221209999999999,0.2857090000000006,0.3153246999999997,0.160698,0.3231033000000014,0.1805978999999999,0.2965540000000004,0.2956590000000005,0.9973109999999998,0.7129599999999812,0.3424399999999963,0.5556440000000009,0.6092729999999982,1.2020614999999992,0.7115980000000093,0.8033159999999988,0.1817720000000022,0.3042939999999987
2884,292,0.0693530000000031,0.1439450000000004,0.2276613999999996,0.0988389999999999,0.1862992999999999,0.1219847,0.1739770000000007,0.2235190000000031,0.7742070000000005,0.5574900000000014,0.2259499999999974,0.3696979999999996,0.3619730000000025,0.7964759999999997,0.3489960000000138,0.5089770000000016,0.1197760000000016,0.2754419999999982
2894,293,0.1255240000000022,0.304653,0.3397449999999997,0.1706399999999988,0.3459043000000008,0.1900281000000001,0.3068039999999996,0.3318510000000003,1.1084309999999995,0.7107199999999807,0.2658399999999972,0.497641999999999,0.4411459999999998,1.1531954000000004,0.6267310000000066,0.7860340000000008,0.1930150000000026,0.365952
2904,294,0.0445090000000014,0.1332160000000009,0.1705641999999994,0.0832820000000005,0.1661573,0.1045177000000001,0.1585999999999998,0.1604710000000011,0.6120799999999988,0.4286199999999951,0.1613499999999987,0.2885619999999989,0.2115420000000014,0.5739308999999997,0.3310449999999889,0.4110620000000011,0.1035079999999979,0.2307709999999971
2914,295,0.109930000000002,0.2536100000000001,0.2871261,0.1487439999999988,0.2924373000000013,0.1700889000000001,0.245436999999999,0.289752,0.9693669999999984,0.6349500000000035,0.2594100000000026,0.4817609999999988,0.4437180000000005,1.1259671000000004,0.5541450000000054,0.7413150000000002,0.1702890000000039,0.3064959999999956
2924,296,0.1015490000000021,0.2334069999999997,0.2931594999999998,0.1408079999999998,0.2766533000000013,0.1649189999999998,0.2505099999999984,0.3100930000000019,1.018577999999998,0.6866399999999828,0.2770900000000011,0.4712619999999994,0.5447999999999986,1.0690409,0.4741719999999958,0.6992560000000019,0.1641329999999996,0.3425409999999971
2934,297,0.1221090000000018,0.2821700000000007,0.3157527999999994,0.163964,0.3215973000000005,0.1839461,0.2577560000000005,0.2938660000000013,1.0150170000000005,0.6383500000000026,0.2555799999999948,0.5107789999999994,0.5218929999999986,1.1767889,0.622005999999999,0.7988919999999986,0.181010999999998,0.3033929999999998
2944,298,0.0819470000000031,0.1973219999999997,0.2275155999999993,0.116505,0.2266973000000014,0.1377461000000002,0.196003000000001,0.2224010000000049,0.7320139999999995,0.4959699999999998,0.2188799999999986,0.4060349999999992,0.374528999999999,0.8732328999999996,0.4733339999999941,0.6261210000000013,0.1388099999999994,0.2369179999999957
2954,299,0.1115790000000025,0.2675080000000012,0.2965641999999997,0.1513869999999997,0.3005913000000006,0.1708284999999998,0.2708489999999983,0.2738900000000015,0.9445359999999994,0.6583499999999844,0.3023699999999962,0.5233029999999985,0.5282440000000008,1.1236862,0.6417950000000019,0.7693049999999992,0.1771379999999993,0.2883739999999974
2964,300,0.1068640000000016,0.2686600000000005,0.2953966000000001,0.1510680000000004,0.302843300000001,0.1671974999999999,0.3177549999999982,0.2679550000000006,0.9996720000000004,0.7077099999999916,0.3447299999999984,0.6312049999999978,0.6597480000000004,1.2032389000000006,0.8456630000000018,0.8130239999999986,0.1552369999999996,0.2640639999999976
