,latitude,longitude,magnitude,delta_logl,delta_logw,depth_offset,p_latitude,p_longitude,p_magnitude,p_delta_logl,p_delta_logw,p_depth_offset,m_latitude,m_longitude,length,width,slip,strike,dip,depth,rake,m_depth_offset,p_m_latitude,p_m_longitude,p_length,p_width,p_slip,p_strike,p_dip,p_depth,p_rake,p_m_depth_offset,prior_logpdf,llh,posterior_logpdf,p_prior_logpdf,p_llh,p_posterior_logpdf,alpha,accepted,acceptance_rate
0,-5.91496,131.55200000000002,8.570110000000001,-0.35720599999999997,-0.12972,-0.151122,-5.812428154507582,131.5729122317673,8.582021479636076,-0.3532277646350487,-0.1288124469668724,1.127567721560209,-5.91496,131.55200000000002,168190.7543105113,110510.74017966457,10.811809938656104,204.91870567792012,22.34109007912143,28000.011876490502,90.0,-0.151122,-5.812428154507582,131.5729122317673,172192.71363071445,111654.50520900016,10.891337259056504,201.62858848450344,22.353347126541003,29046.92078776858,90.0,1.127567721560209,-14.572281434302466,-35.24665683044268,-49.81893826474515,-14.473279890065445,-35.6141930497339,-50.08747293979935,0.7644989133089971,1.0,1.0
1,-5.812428154507582,131.5729122317673,8.582021479636076,-0.3532277646350487,-0.1288124469668724,1.127567721560209,-5.80814118097017,131.506062359344,8.523859097683237,-0.35315112202066584,-0.12140519974084027,0.580093303837269,-5.812428154507582,131.5729122317673,172192.71363071445,111654.50520900016,10.891337259056504,201.62858848450344,22.353347126541003,29046.92078776858,90.0,1.127567721560209,-5.80814118097017,131.506062359344,160564.47938108724,109113.8473406622,9.776858067915748,201.25519597218147,24.00829211025967,31901.677686108564,90.0,0.580093303837269,-14.473279890065445,-35.6141930497339,-50.08747293979935,-14.486903661286707,-35.40996226243003,-49.896865923716746,1.2099838544412016,1.0,1.0
2,-5.80814118097017,131.506062359344,8.523859097683237,-0.35315112202066584,-0.12140519974084027,0.580093303837269,-5.783427579327871,131.50106164078883,8.511310560838504,-0.3537619907991211,-0.12255821440254185,-0.378931915690625,-5.80814118097017,131.506062359344,160564.47938108724,109113.8473406622,9.776858067915748,201.25519597218147,24.00829211025967,31901.677686108564,90.0,0.580093303837269,-5.783427579327871,131.50106164078883,157932.2261873392,107887.72134760716,9.626381567938566,200.34960310956285,24.200362434398595,32549.333204611445,90.0,-0.378931915690625,-14.486903661286707,-35.40996226243003,-49.896865923716746,-14.452388959060352,-35.42164466387421,-49.87403362293456,1.0230949529367834,1.0,1.0
3,-5.783427579327871,131.50106164078883,8.511310560838504,-0.3537619907991211,-0.12255821440254185,-0.378931915690625,-5.726211369279017,131.52036334720708,8.456383060213327,-0.3458771189785872,-0.11164210353232913,-0.5831002238229153,-5.783427579327871,131.50106164078883,157932.2261873392,107887.72134760716,9.626381567938566,200.34960310956285,24.200362434398595,32549.333204611445,90.0,-0.378931915690625,-5.726211369279017,131.52036334720708,150524.36867777706,106525.22470865768,8.461655221819456,198.26122270671942,23.872141595875945,32652.233453581237,90.0,-0.5831002238229153,-14.452388959060352,-35.42164466387421,-49.87403362293456,-14.271553729772725,-36.66251599354074,-50.93406972331346,0.3464433033697886,0.0,0.75
4,-5.783427579327871,131.50106164078883,8.511310560838504,-0.3537619907991211,-0.12255821440254185,-0.378931915690625,-5.865716111898368,131.58663646596023,8.49455881185714,-0.3573954850098605,-0.118986233604679,-0.045647804207592235,-5.783427579327871,131.50106164078883,157932.2261873392,107887.72134760716,9.626381567938566,200.34960310956285,24.200362434398595,32549.333204611445,90.0,-0.378931915690625,-5.865716111898368,131.58663646596023,153486.2482410673,107530.44969778042,9.379448300560457,203.48011032433632,21.747475489433278,27583.577489876163,90.0,-0.045647804207592235,-14.452388959060352,-35.42164466387421,-49.87403362293456,-14.48180280484298,-36.43099580965831,-50.912798614501284,0.3538914711354214,1.0,0.8
5,-5.865716111898368,131.58663646596023,8.49455881185714,-0.3573954850098605,-0.118986233604679,-0.045647804207592235,-5.738307729516804,131.57517090911227,8.520134980143423,-0.3482052627159305,-0.12672029893645428,0.19017683627308146,-5.865716111898368,131.58663646596023,153486.2482410673,107530.44969778042,9.379448300560457,203.48011032433632,21.747475489433278,27583.577489876163,90.0,-0.045647804207592235,-5.738307729516804,131.57517090911227,161676.22040194838,107510.38610299783,9.728500587598884,198.89856284994144,22.56217761022974,30138.434841374616,90.0,0.19017683627308146,-14.48180280484298,-36.43099580965831,-50.912798614501284,-14.329365843388036,-35.28487686952512,-49.61424271291315,3.664001666300549,1.0,0.8333333333333334
6,-5.738307729516804,131.57517090911227,8.520134980143423,-0.3482052627159305,-0.12672029893645428,0.19017683627308146,-5.7892524132691205,131.60710666273994,8.53024507628059,-0.3466586602792499,-0.12170673029082793,0.7411338383562334,-5.738307729516804,131.57517090911227,161676.22040194838,107510.38610299783,9.728500587598884,198.89856284994144,22.56217761022974,30138.434841374616,90.0,0.19017683627308146,-5.7892524132691205,131.60710666273994,164242.03998508296,109518.92747577856,9.734958633368773,200.88617233415675,21.61539727466811,28071.669345006558,90.0,0.7411338383562334,-14.329365843388036,-35.28487686952512,-49.61424271291315,-14.339513743274837,-35.32908866014064,-49.66860240341548,0.9470913854522294,1.0,0.8571428571428571
7,-5.7892524132691205,131.60710666273994,8.53024507628059,-0.3466586602792499,-0.12170673029082793,0.7411338383562334,-5.660777140886784,131.5259769731208,8.47134520710394,-0.3460307940499226,-0.1215207901985737,0.4994964354837725,-5.7892524132691205,131.60710666273994,164242.03998508296,109518.92747577856,9.734958633368773,200.88617233415675,21.61539727466811,28071.669345006558,90.0,0.7411338383562334,-5.660777140886784,131.5259769731208,153208.994320245,105208.49747631188,8.863856962929658,195.63869289753242,23.832918675970873,33347.794459362565,90.0,0.4994964354837725,-14.339513743274837,-35.32908866014064,-49.66860240341548,-14.535545459134937,-35.87717671227557,-50.4127221714105,0.4751523602326079,1.0,0.875
8,-5.660777140886784,131.5259769731208,8.47134520710394,-0.3460307940499226,-0.1215207901985737,0.4994964354837725,-5.815629940515644,131.43601798011454,8.492204307965304,-0.3441370962162881,-0.12896225973756914,-0.06106847855331433,-5.660777140886784,131.5259769731208,153208.994320245,105208.49747631188,8.863856962929658,195.63869289753242,23.832918675970873,33347.794459362565,90.0,0.4994964354837725,-5.815629940515644,131.43601798011454,157795.83003141987,104918.2190220354,9.274703582379649,201.1965367806668,25.661549674334392,34926.99206619703,90.0,-0.06106847855331433,-14.535545459134937,-35.87717671227557,-50.4127221714105,-14.74201412008055,-35.57055787056179,-50.31257199064235,1.1053369059568547,1.0,0.8888888888888888
9,-5.815629940515644,131.43601798011454,8.492204307965304,-0.3441370962162881,-0.12896225973756914,-0.06106847855331433,-5.8211377845716346,131.3902994926421,8.45567061721335,-0.3476087400003068,-0.12631661066119604,0.2553297132812206,-5.815629940515644,131.43601798011454,157795.83003141987,104918.2190220354,9.274703582379649,201.1965367806668,25.661549674334392,34926.99206619703,90.0,-0.06106847855331433,-5.8211377845716346,131.3902994926421,149796.71992857984,102935.4034893075,8.777662120177295,201.14563493606343,26.7145402048496,37007.71907413806,90.0,0.2553297132812206,-14.74201412008055,-35.57055787056179,-50.31257199064235,-15.310761592178107,-35.72858878380061,-51.03935037597872,0.4834640186657002,1.0,0.9
10,-5.8211377845716346,131.3902994926421,8.45567061721335,-0.3476087400003068,-0.12631661066119604,0.2553297132812206,-5.6099680382907255,131.41525168426566,8.492327022953138,-0.340487653526107,-0.12080306406685627,-0.306026899632084,-5.8211377845716346,131.3902994926421,149796.71992857984,102935.4034893075,8.777662120177295,201.14563493606343,26.7145402048496,37007.71907413806,90.0,0.2553297132812206,-5.6099680382907255,131.41525168426566,159150.93462357047,106917.01491628957,9.027646083201152,192.9755618141743,26.147220017486497,39244.666640134485,90.0,-0.306026899632084,-15.310761592178107,-35.72858878380061,-51.03935037597872,-15.798588877331998,-36.68911691769015,-52.487705795022144,0.2349563753113957,1.0,0.9090909090909092
11,-5.6099680382907255,131.41525168426566,8.492327022953138,-0.340487653526107,-0.12080306406685627,-0.306026899632084,-5.544326856626163,131.4769311358516,8.571041739358543,-0.3368089749611218,-0.12178175888709522,-1.1990744400016833,-5.6099680382907255,131.41525168426566,159150.93462357047,106917.01491628957,9.027646083201152,192.9755618141743,26.147220017486497,39244.666640134485,90.0,-0.306026899632084,-5.544326856626163,131.4769311358516,176476.4714412647,112621.55731612878,10.143650510682981,190.30185163278915,24.828463153025808,36937.40651852004,90.0,-1.1990744400016833,-15.798588877331998,-36.68911691769015,-52.487705795022144,-14.933534974771359,-39.431042367684114,-54.364577342455476,0.1530682241603064,0.0,0.8333333333333334
