   arrival_tol=default
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.41749166E+03
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.13474591E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.52360734E+03
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.20699877E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.13857043E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.12004151E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.12286563E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.67200285E+03
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   arrival_tol=.1
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.91524030E+03
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.23395768E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.10370978E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.32672578E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.25816754E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.15943496E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.26785737E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.16569323E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   arrival_tol=.25
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.11341362E+04
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.25470243E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.12046504E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.34214033E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.27467040E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.22677408E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.29172515E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.19170260E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   arrival_tol=.5
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.12357189E+04
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.26409429E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.13304690E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.35123490E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.28252034E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.23827411E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.30724895E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.20385144E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   arrival_tol=.75
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.12922646E+04
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.26887120E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.13885383E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.35728700E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.28689591E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.24403357E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.31660890E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.21014739E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   arrival_tol=1
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.13403799E+04
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.27234939E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.14282282E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.36256476E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.29011309E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.24777979E+04
