   arrival_tol=default
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.32451438E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.21487287E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   arrival_tol=1.25
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04   0.13942062E+04
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.27525105E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.14608501E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.36785748E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.29348597E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.25051882E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.33202548E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.21902822E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
   arrival_tol= 1.5
   0.12977500000E+03  -0.45175000000E+01   5  -0.10721536E+02   0.12148427E+02   0.15133643E+04  -0.99999000E+99
   0.12817800000E+03  -0.36910000000E+01   5  -0.35930651E+02   0.38886394E+02   0.29923010E+04   0.27786519E+04
   0.12989650000E+03  -0.45248000000E+01   5  -0.17990030E+02   0.20268111E+02   0.16412810E+04   0.14906499E+04
   0.12711300000E+03  -0.33815000000E+01   5  -0.20192873E+01   0.39014575E+01   0.39187804E+04   0.37365798E+04
   0.12855700000E+03  -0.35430000000E+01   5  -0.10524654E+02   0.12469049E+02   0.31265852E+04   0.29731129E+04
   0.12865700000E+03  -0.35760000000E+01   5  -0.36224952E+01   0.78869436E+01   0.28019140E+04   0.25282654E+04
   0.12856200000E+03  -0.35010000000E+01   5  -0.11094703E+02   0.12816952E+02   0.35563359E+04   0.34953299E+04
   0.12880700000E+03  -0.36455000000E+01   5  -0.37859550E+02   0.40098596E+02   0.24460980E+04   0.22289973E+04
   0.12892100000E+03  -0.33380000000E+01   5   0.24706666E+01   0.11874015E+01   0.29201841E+04   0.25643467E+04
