,latitude,longitude,magnitude,delta_logl,delta_logw,depth_offset,p_latitude,p_longitude,p_magnitude,p_delta_logl,p_delta_logw,p_depth_offset,m_latitude,m_longitude,length,width,slip,strike,dip,depth,rake,m_depth_offset,p_m_latitude,p_m_longitude,p_length,p_width,p_slip,p_strike,p_dip,p_depth,p_rake,p_m_depth_offset,prior_logpdf,llh,posterior_logpdf,p_prior_logpdf,p_llh,p_posterior_logpdf,alpha,accepted,acceptance_rate
0,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.48022100416313,131.950896549492,8.738238419185276,0.11768775556190075,-0.2972514438255333,1.5079436158518713,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.48022100416313,131.950896549492,614742.9490891567,84368.67780040702,6.925048800502335,147.01345134131913,12.003545218880149,12741.4337502135,90.0,1.5079436158518713,-17.940259269376124,-31.672410328677,-49.612669598053124,-19.254354106072746,-36.37134290659525,-55.62569701266799,0.0024466698728027023,0.0,0.0
1,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.506180884555525,131.6738523693709,8.747959482239429,0.12994958556582195,-0.2971157312217169,1.2119885285767606,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.506180884555525,131.6738523693709,639798.6925940996,84962.19798780214,6.832979921852923,143.05612852527804,16.40219953128236,19210.53388853896,90.0,1.2119885285767606,-17.940259269376124,-31.672410328677,-49.612669598053124,-16.162487781804536,-44.11486712108907,-60.27735490289361,2.3355330689750047e-05,0.0,0.0
2,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.35805349896578,131.81495714559162,8.933300364526973,0.13107297048563324,-0.3123493387744959,1.5366779724138202,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.35805349896578,131.81495714559162,801998.1080358829,93207.47160246807,9.424677203439488,141.4212028520705,12.628190723452034,13551.02668849442,90.0,1.5366779724138202,-17.940259269376124,-31.672410328677,-49.612669598053124,-19.139710728597244,-57.93832110426934,-77.07803183286656,1.1801704546224475e-12,0.0,0.0
3,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.418861111996085,131.80197169203234,8.841682140128095,0.12784783260615468,-0.30783574640764666,0.7540850634695982,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.418861111996085,131.80197169203234,712845.851088859,88419.86982130344,8.145499501447155,142.8098584455428,13.503142485243067,14763.901177135971,90.0,0.7540850634695982,-17.940259269376124,-31.672410328677,-49.612669598053124,-18.70015754156795,-48.29735844714335,-66.99751598871129,2.8174560089195304e-08,0.0,0.0
4,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.384624686372221,131.83903186633492,8.72634827695039,0.1289585194214556,-0.3023141792257174,2.1755009783740458,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.384624686372221,131.83903186633492,621929.377147406,82710.5067642527,6.701324847798446,142.5635713411551,12.597838139042821,13510.432720791177,90.0,2.1755009783740458,-17.940259269376124,-31.672410328677,-49.612669598053124,-18.518478101071484,-42.673729000828466,-61.19220710189996,9.355580911066977e-06,0.0,0.0
5,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.259540966456509,131.75169417666234,8.748517590914018,0.12608281499268878,-0.304879442776794,1.5012288174614763,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.259540966456509,131.75169417666234,634554.150888598,83488.95546104095,7.024552749490177,137.7319246174146,12.256624341555536,13101.281275497658,90.0,1.5012288174614763,-17.940259269376124,-31.672410328677,-49.612669598053124,-19.15081884721074,-42.650903164023966,-61.8017220112347,5.085829508860814e-06,0.0,0.0
6,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.379460017054767,131.9703690590088,8.698114591259534,0.12290583414344546,-0.29563530707981456,2.2643802230550163,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.379460017054767,131.9703690590088,592803.8260929489,82374.22351717825,6.403384253639038,144.6995168060893,10.763418646363453,11136.123811019555,90.0,2.2643802230550163,-17.940259269376124,-31.672410328677,-49.612669598053124,-19.822089731120673,-41.18688404826689,-61.00897377938756,1.1236937878710418e-05,0.0,0.0
7,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.428376524913884,131.71824399011214,8.821404721869511,0.13388683600334114,-0.2970440897650153,1.7745670780673195,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.428376524913884,131.71824399011214,705377.3615400508,89386.92978200866,7.591918786076428,141.4663404985352,14.832590257387142,16692.65743729816,90.0,1.7745670780673195,-17.940259269376124,-31.672410328677,-49.612669598053124,-17.10904914032897,-59.35135239527667,-76.46040153560564,2.188659330191132e-12,0.0,0.0
8,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.240043885620572,131.82707097234785,8.862660954298818,0.1259072638292354,-0.3093341666675777,1.9668129210713323,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.240043885620572,131.82707097234785,727838.924005938,89398.21207728676,8.48334891180568,138.92624614948627,11.063331773696603,11580.464645547641,90.0,1.9668129210713323,-17.940259269376124,-31.672410328677,-49.612669598053124,-20.01506108592168,-44.311649826983526,-64.32671091290518,4.071674484537481e-07,0.0,0.0
9,-4.38508,131.756,8.763869999999999,0.129237,-0.302814,1.60657,-4.354578189198547,131.6782814072488,8.722971827738565,0.1272136834499449,-0.3063556711050279,1.9906900365349367,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657,-4.354578189198547,131.6782814072488,616920.2368259454,81753.97396459746,6.755536755877397,138.48712098160854,14.493785869052598,16153.979014032026,90.0,1.9906900365349367,-17.940259269376124,-31.672410328677,-49.612669598053124,-17.248082213820688,-32.55612663292269,-49.804208846743386,0.8256872173286653,1.0,0.1
