,latitude,longitude,magnitude,delta_logl,delta_logw,depth_offset,p_latitude,p_longitude,p_magnitude,p_delta_logl,p_delta_logw,p_depth_offset,m_latitude,m_longitude,length,width,slip,strike,dip,depth,rake,m_depth_offset,p_m_latitude,p_m_longitude,p_length,p_width,p_slip,p_strike,p_dip,p_depth,p_rake,p_m_depth_offset,prior_logpdf,llh,posterior_logpdf,p_prior_logpdf,p_llh,p_posterior_logpdf,alpha,accepted,acceptance_rate
0,-6.55,131.1,8.7,0.0,0.0,0.0,-6.522803368682809,131.14095847706716,8.612088773690347,-0.0052622812113583784,-0.0019381252910599621,-0.6755427852790451,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.522803368682809,131.14095847706716,397848.15137290716,152667.80244161087,3.8247968282506046,213.28090708956088,26.67993634219545,29368.274798144637,90.0,-0.6755427852790451,-12.521767457200227,-inf,-inf,-12.475560403143756,-inf,-inf,,0.0,0.0
1,-6.55,131.1,8.7,0.0,0.0,0.0,-6.551942631539066,131.14075533004643,8.629755784640501,0.00034183069017762246,0.004135345639204925,0.2290164732380948,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.551942631539066,131.14075533004643,411688.08026122383,156713.8332513819,3.827348942877924,213.52274776600228,26.162681008782755,28485.634275687837,90.0,0.2290164732380948,-12.521767457200227,-inf,-inf,-12.483848135055835,-inf,-inf,,0.0,0.0
2,-6.55,131.1,8.7,0.0,0.0,0.0,-6.556940467637056,131.08701203176892,8.650945919106363,-0.0010475769634133664,-0.007564721494179722,0.01891120305491104,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.556940467637056,131.08701203176892,420987.9928511857,154791.77527554118,4.077005495803895,213.55467730265687,27.643697384752606,30702.147981904498,90.0,0.01891120305491104,-12.521767457200227,-inf,-inf,-12.482044531714815,-inf,-inf,,0.0,0.0
3,-6.55,131.1,8.7,0.0,0.0,0.0,-6.551472730853367,131.12890073231642,8.733772231551095,0.0014591613537776019,-0.004597238419182709,0.019733625259529843,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.551472730853367,131.12890073231642,467872.34842734475,165005.74077119367,4.5811226892515,213.5142228871132,26.520964690061003,29015.887823750487,90.0,0.019733625259529843,-12.521767457200227,-inf,-inf,-12.572478103224812,-inf,-inf,,0.0,0.0
4,-6.55,131.1,8.7,0.0,0.0,0.0,-6.614210593074279,131.21404348948585,8.750994641738856,0.008497624884377563,0.0016414909357209116,0.4224126150278048,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.614210593074279,131.21404348948585,485489.6512392425,169391.321603737,4.5641597630977575,214.04010689654388,22.77657203544052,23851.311308581367,90.0,0.4224126150278048,-12.521767457200227,-inf,-inf,-13.23114535649316,-inf,-inf,,0.0,0.0
5,-6.55,131.1,8.7,0.0,0.0,0.0,-6.447338711383951,130.9657765242676,8.654348193207003,-0.005556250475273777,-0.002346157590191967,0.4730425515511101,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.447338711383951,130.9657765242676,418351.92460914666,157030.67225615625,4.0920038841554405,212.49805019291063,32.65040645025831,40760.118638199936,90.0,0.4730425515511101,-12.521767457200227,-inf,-inf,-15.002741797180905,-inf,-inf,,0.0,0.0
6,-6.55,131.1,8.7,0.0,0.0,0.0,-6.4611124158707645,131.04012587600994,8.701470455751847,0.002771328815170109,-0.005664547951555744,-0.05067025515692181,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.4611124158707645,131.04012587600994,451370.2566435064,160977.89754390222,4.353579743850727,212.62985587044014,30.548761240325057,36228.46226966147,90.0,-0.05067025515692181,-12.521767457200227,-inf,-inf,-13.285185290602266,-inf,-inf,,0.0,0.0
7,-6.55,131.1,8.7,0.0,0.0,0.0,-6.533738932903343,131.10193842039388,8.622182514844948,0.007877097384208031,-0.004791659927343446,0.2313126061446821,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.533738932903343,131.10193842039388,415087.5841120989,152726.43614882225,3.794545983318578,213.34702748544208,27.628863189556817,30759.268216446562,90.0,0.2313126061446821,-12.521767457200227,-inf,-inf,-12.463853709079151,-inf,-inf,,0.0,0.0
8,-6.55,131.1,8.7,0.0,0.0,0.0,-6.619048906174737,131.03115451345926,8.756262907546171,-0.009598432136308623,0.003162092252338901,0.4364902786782257,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.619048906174737,131.03115451345926,468642.10733037954,170603.58527672142,4.780847701360717,214.1642827169709,28.08477951326418,31226.48384217346,90.0,0.4364902786782257,-12.521767457200227,-inf,-inf,-12.636565610010033,-inf,-inf,,0.0,0.0
9,-6.55,131.1,8.7,0.0,0.0,0.0,-6.484772991959402,131.05941980275392,8.671472944648563,0.004091912875652031,-0.0002617637382833707,0.6865367918058708,-6.55,131.1,447705.0350044737,162926.15260214393,4.314765802900411,213.49015808099998,27.400316238400002,30320.7187653,90.0,0.0,-6.484772991959402,131.05941980275392,436669.59660580935,159658.86396405016,4.090754680154683,212.8808507362682,29.657623550071545,34421.93914238201,90.0,0.6865367918058708,-12.521767457200227,-inf,-inf,-13.022778400481739,-inf,-inf,,0.0,0.0
