,latitude,longitude,length,width,slip,strike,dip,depth,rake,depth_offset
0,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
1,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
2,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
3,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
4,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
5,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
6,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
7,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
8,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
9,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
10,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
11,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
12,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
13,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
14,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
15,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
16,-4.38508,131.756,651115.8364860666,84779.00056563556,7.1088353868142775,140.9833338477429,13.769639784038846,15128.786992918276,90.0,1.60657
17,-4.438962387556124,131.74185843027465,623894.0985039268,83325.45877070731,6.623324277710021,142.24694935769804,14.608338701143479,16366.764289872284,90.0,2.4889726826963687
18,-4.438962387556124,131.74185843027465,623894.0985039268,83325.45877070731,6.623324277710021,142.24694935769804,14.608338701143479,16366.764289872284,90.0,2.4889726826963687
19,-4.438962387556124,131.74185843027465,623894.0985039268,83325.45877070731,6.623324277710021,142.24694935769804,14.608338701143479,16366.764289872284,90.0,2.4889726826963687
20,-4.438962387556124,131.74185843027465,623894.0985039268,83325.45877070731,6.623324277710021,142.24694935769804,14.608338701143479,16366.764289872284,90.0,2.4889726826963687
21,-4.438962387556124,131.74185843027465,623894.0985039268,83325.45877070731,6.623324277710021,142.24694935769804,14.608338701143479,16366.764289872284,90.0,2.4889726826963687
22,-4.438962387556124,131.74185843027465,623894.0985039268,83325.45877070731,6.623324277710021,142.24694935769804,14.608338701143479,16366.764289872284,90.0,2.4889726826963687
23,-4.4563966855589365,131.8174011308004,637507.1016029939,85753.73111178925,6.619089655809464,144.150873666301,13.692273053788574,15052.782565091875,90.0,3.3340640742174164
24,-4.457672737397521,131.83364638645926,649774.960653399,86427.9449650734,6.778395433539412,144.47188789581742,13.468358550627173,14736.469705782472,90.0,3.5999155052661336
25,-4.457672737397521,131.83364638645926,649774.960653399,86427.9449650734,6.778395433539412,144.47188789581742,13.468358550627173,14736.469705782472,90.0,3.5999155052661336
26,-4.457672737397521,131.83364638645926,649774.960653399,86427.9449650734,6.778395433539412,144.47188789581742,13.468358550627173,14736.469705782472,90.0,3.5999155052661336
27,-4.6121345216030125,131.93180292955014,657443.3233441992,85535.70203162814,7.035174099547235,150.75459979557328,13.436288354801507,14851.964872180131,90.0,3.1640446773282616
28,-4.6121345216030125,131.93180292955014,657443.3233441992,85535.70203162814,7.035174099547235,150.75459979557328,13.436288354801507,14851.964872180131,90.0,3.1640446773282616
29,-4.6121345216030125,131.93180292955014,657443.3233441992,85535.70203162814,7.035174099547235,150.75459979557328,13.436288354801507,14851.964872180131,90.0,3.1640446773282616
30,-4.6121345216030125,131.93180292955014,657443.3233441992,85535.70203162814,7.035174099547235,150.75459979557328,13.436288354801507,14851.964872180131,90.0,3.1640446773282616
