,O-Strike,O-Length,O-Width,O-Depth,O-Slip,O-Rake,O-Dip,O-Logitude,O-Latitude
0,277.1529,336409.138,35963.3559,25068.8161,9.1780816,59.6643293,11.8889907,131.448175,-4.63296475
1,278.2704995460756,338823.42749043275,35609.641894224056,36429.664137883636,8.734461570240676,59.38653407465767,20.0,131.39099750499193,-4.6282316377793915
2,280.4742982578265,341289.94121802814,35457.81587230993,37952.47654005648,8.304095316412203,59.347606376728514,20.0,131.34436505437583,-4.615106875444907
3,280.65950326320046,344965.9925379288,33916.04392299535,37733.776032986956,8.390395332692838,59.50412330294782,20.0,131.34326211808684,-4.59617510244971
4,280.35280919300874,343629.4971850541,32536.82201928602,39716.93783049437,8.377342377870308,59.35019733838344,20.0,131.2290886165466,-4.531396489209432
5,278.6915878096727,341857.0069399554,32548.022803334643,38954.09443051436,8.000165386194993,59.60963888724208,20.0,131.20193171915147,-4.491393653149416
6,280.17612096629745,341556.33646414755,32462.226060729776,41581.928405599174,8.14395920563764,59.80887459768629,20.0,131.2057724217525,-4.571186878066345
7,278.59846445995134,337721.0976359736,32403.231132991037,46616.50979046522,8.204881735779804,59.98595862878789,20.0,131.14515966644709,-4.695202946616129
8,278.59846445995134,337721.0976359736,32403.231132991037,46616.50979046522,8.204881735779804,59.98595862878789,20.0,131.14515966644709,-4.695202946616129
9,282.1377097548731,335886.54957227164,31706.6075238032,44462.88268093976,8.005762648533814,59.45416787235775,20.0,131.20347446554524,-4.696585545419999
10,280.7743786393134,339708.62150764046,30919.275167880398,44793.68643823985,7.751001739960158,59.686961367112524,20.0,131.18655034436063,-4.677015290989344
11,280.050969950992,342893.41131813946,32200.298636137555,50158.35763031985,7.826969581796888,59.862800277561036,20.0,131.0935039220268,-4.794003383517586
12,280.050969950992,342893.41131813946,32200.298636137555,50158.35763031985,7.826969581796888,59.862800277561036,20.0,131.0935039220268,-4.794003383517586
13,280.050969950992,342893.41131813946,32200.298636137555,50158.35763031985,7.826969581796888,59.862800277561036,20.0,131.0935039220268,-4.794003383517586
14,281.5570515046935,340573.6802653614,33325.659263590635,54136.00542032805,8.272274438406834,60.075743249701674,20.0,131.02579050933116,-4.87576907739091
15,279.00111608385447,344501.8786417189,31851.27975989197,54718.04794008146,8.149755398655142,60.289226148322356,20.0,130.99663071742444,-4.852631340960021
16,279.24027061270084,347956.0317156279,31415.20094031856,59029.87772562872,8.117066364199099,60.25055915687307,20.0,130.8911067711821,-4.880785374603372
17,279.69783019252435,350743.7614221368,31236.941359138782,68430.90757088119,7.988500950175888,60.004110951579605,20.0,130.6563293370152,-4.985467486107341
18,277.1924584901815,352363.50588574284,31322.66430346312,70947.17331350048,7.9098118547796235,60.0880002514239,20.0,130.69842528009067,-5.138623323246853
19,278.76371710743786,347807.6928023304,31126.958800129407,73200.39514414646,7.746365262018704,60.096469878305115,20.0,130.6509627346199,-5.168048390792695
20,278.76371710743786,347807.6928023304,31126.958800129407,73200.39514414646,7.746365262018704,60.096469878305115,20.0,130.6509627346199,-5.168048390792695
21,275.5038929670129,350059.4203331449,32197.94849507287,71349.09266789502,7.640472674515138,60.42367876466678,20.0,130.73287378860994,-5.20603281053287
22,274.95155565233546,352735.80418624793,33026.690806256156,70228.64901478429,8.185952083552143,60.52982262782767,20.0,130.68393855257278,-5.081139724926634
23,274.95155565233546,352735.80418624793,33026.690806256156,70228.64901478429,8.185952083552143,60.52982262782767,20.0,130.68393855257278,-5.081139724926634
24,274.95155565233546,352735.80418624793,33026.690806256156,70228.64901478429,8.185952083552143,60.52982262782767,20.0,130.68393855257278,-5.081139724926634
25,274.95155565233546,352735.80418624793,33026.690806256156,70228.64901478429,8.185952083552143,60.52982262782767,20.0,130.68393855257278,-5.081139724926634
