OBJECTID,Shape_Length,START_X,START_Y,END_X,END_Y,Strike,Lat,Long
257,0.008944974,130.2657441,-7.943427147,130.2740051,-7.939996711,67.44908286,-7.941711929,130.2698746
258,0.008944975,130.2740051,-7.939996711,130.2822626,-7.936557708,67.38965391,-7.938277209,130.2781338
259,0.008944974,130.2822626,-7.936557708,130.2905165,-7.933110142,67.33022399,-7.934833925,130.2863895
260,0.008944975,130.2905165,-7.933110142,130.2987668,-7.929654016,67.27079205,-7.931382079,130.2946416
261,0.008944975,130.2987668,-7.929654016,130.3070135,-7.926189335,67.21136738,-7.927921675,130.3028901
262,0.008944974,130.3070135,-7.926189335,130.3152566,-7.922716102,67.15193561,-7.924452718,130.3111351
263,0.008944975,130.3152566,-7.922716102,130.3234962,-7.91923432,67.09250414,-7.920975211,130.3193764
264,0.008944974,130.3234962,-7.91923432,130.3317321,-7.915743994,67.03307474,-7.917489157,130.3276141
265,0.008944974,130.3317321,-7.915743994,130.3399644,-7.912245128,66.97365144,-7.913994561,130.3358482
266,0.008944974,130.3399644,-7.912245128,130.348193,-7.908737724,66.91421487,-7.910491426,130.3440787
267,0.008944975,130.348193,-7.908737724,130.356418,-7.905221787,66.85478768,-7.906979755,130.3523055
268,0.008944974,130.356418,-7.905221787,130.3646394,-7.901697321,66.79535886,-7.903459554,130.3605287
269,0.008944975,130.3646394,-7.901697321,130.3728571,-7.898164329,66.73593005,-7.899930825,130.3687482
270,0.008944974,130.3728571,-7.898164329,130.3810711,-7.894622815,66.67649694,-7.896393572,130.3769641
271,0.008944975,130.3810711,-7.894622815,130.3892814,-7.891072783,66.61706961,-7.892847799,130.3851763
272,0.008944973,130.3892814,-7.891072783,130.3974881,-7.887514237,66.55763783,-7.88929351,130.3933848
273,0.008944975,130.3974881,-7.887514237,130.4056911,-7.883947181,66.49821426,-7.885730709,130.4015896
274,0.008944974,130.4056911,-7.883947181,130.4138903,-7.880371618,66.43878023,-7.882159399,130.4097907
275,0.008944975,130.4138903,-7.880371618,130.4220859,-7.876787552,66.37934919,-7.878579585,130.4179881
276,0.008944975,130.4220859,-7.876787552,130.4302777,-7.873194987,66.31991853,-7.874991269,130.4261818
277,0.008944974,130.4302777,-7.873194987,130.4384658,-7.869593928,66.26049405,-7.871394457,130.4343718
278,0.008944975,130.4384658,-7.869593928,130.4466502,-7.865984377,66.20106067,-7.867789152,130.442558
279,0.008944974,130.4466502,-7.865984377,130.4548308,-7.86236634,66.1416366,-7.864175358,130.4507405
280,0.008944974,130.4548308,-7.86236634,130.4630076,-7.858739819,66.08220352,-7.860553079,130.4589192
281,0.008944974,130.4630076,-7.858739819,130.4711807,-7.855104818,66.02277049,-7.856922318,130.4670942
282,0.008944974,130.4711807,-7.855104818,130.47935,-7.851461342,65.96334329,-7.85328308,130.4752654
283,0.008944974,130.47935,-7.851461342,130.4875156,-7.847809395,65.90391862,-7.849635368,130.4834328
284,0.008944975,130.4875156,-7.847809395,130.4956773,-7.844148979,65.84448212,-7.845979187,130.4915964
285,0.008944974,130.4956773,-7.844148979,130.5038352,-7.8404801,65.78505447,-7.842314539,130.4997563
286,0.008944974,130.5038352,-7.8404801,130.5119893,-7.836802762,65.72562916,-7.838641431,130.5079123
287,0.008944975,130.5119893,-7.836802762,130.5201397,-7.833116967,65.66619447,-7.834959864,130.5160645
288,0.008944974,130.5201397,-7.833116967,130.5282861,-7.829422721,65.6067684,-7.831269844,130.5242129
289,0.008944975,130.5282861,-7.829422721,130.5364288,-7.825720026,65.54733284,-7.827571373,130.5323574
290,0.008944974,130.5364288,-7.825720026,130.5445676,-7.822008888,65.4879084,-7.823864457,130.5404982
291,0.008944975,130.5445676,-7.822008888,130.5527025,-7.81828931,65.42848019,-7.820149099,130.548635
292,0.008944974,130.5527025,-7.81828931,130.5608336,-7.814561296,65.36904864,-7.816425303,130.5567681
293,0.008944974,130.5608336,-7.814561296,130.5689608,-7.81082485,65.30961635,-7.812693073,130.5648972
294,0.008944975,130.5689608,-7.81082485,130.5770841,-7.807079976,65.25018861,-7.808952413,130.5730225
295,0.008944974,130.5770841,-7.807079976,130.5852036,-7.803326679,65.19076314,-7.805203327,130.5811439
296,0.008944975,130.5852036,-7.803326679,130.5933191,-7.799564961,65.1313278,-7.80144582,130.5892613
297,0.008944974,130.5933191,-7.799564961,130.6014308,-7.795794828,65.0719004,-7.797679894,130.5973749
298,0.008944975,130.6014308,-7.795794828,130.6095385,-7.792016283,65.01247152,-7.793905555,130.6054846
299,0.008944973,130.6095385,-7.792016283,130.6176423,-7.788229331,64.9530419,-7.790122807,130.6135904
300,0.008944975,130.6176423,-7.788229331,130.6257421,-7.784433975,64.89361341,-7.786331653,130.6216922
301,0.008953024,130.6257421,-7.784433975,130.6338332,-7.780600965,64.65139679,-7.78251747,130.6297877
302,0.008953025,130.6338332,-7.780600965,130.6418955,-7.776708044,64.2263967,-7.778654504,130.6378644
303,0.008953024,130.6418955,-7.776708044,130.6499288,-7.772755427,63.8013946,-7.774731735,130.6459122
304,0.008953025,130.6499288,-7.772755427,130.6579325,-7.76874333,63.37638681,-7.770749378,130.6539307
305,0.008953024,130.6579325,-7.76874333,130.6659063,-7.764671976,62.95139297,-7.766707653,130.6619194
306,0.008953024,130.6659063,-7.764671976,130.6738496,-7.760541588,62.52639257,-7.762606782,130.669878
307,0.008953024,130.6738496,-7.760541588,130.6817621,-7.756352392,62.1013822,-7.75844699,130.6778059
308,0.008953024,130.6817621,-7.756352392,130.6896433,-7.752104621,61.67639004,-7.754228506,130.6857027
309,0.008953025,130.6896433,-7.752104621,130.6974927,-7.747798506,61.25138455,-7.749951563,130.693568
310,0.008953024,130.6974927,-7.747798506,130.7053101,-7.743434286,60.8263842,-7.745616396,130.7014014
311,0.008953025,130.7053101,-7.743434286,130.7130948,-7.7390122,60.40138101,-7.741223243,130.7092024
312,0.008953024,130.7130948,-7.7390122,130.7208465,-7.734532492,59.97637952,-7.736772346,130.7169706
313,0.008953025,130.7208465,-7.734532492,130.7285647,-7.729995408,59.55138022,-7.73226395,130.7247056
314,0.008953024,130.7285647,-7.729995408,130.7362491,-7.725401198,59.12637535,-7.727698303,130.7324069
315,0.008953025,130.7362491,-7.725401198,130.7438992,-7.720750115,58.70138089,-7.723075656,130.7400742
316,0.008953024,130.7438992,-7.720750115,130.7515146,-7.716042414,58.27637458,-7.718396264,130.7477069
317,0.008953025,130.7515146,-7.716042414,130.7590949,-7.711278354,57.85137154,-7.713660384,130.7553047
318,0.008953024,130.7590949,-7.711278354,130.7666396,-7.706458199,57.4263755,-7.708868276,130.7628672
319,0.008953025,130.7666396,-7.706458199,130.7741483,-7.701582212,57.00137138,-7.704020205,130.770394
320,0.008953024,130.7741483,-7.701582212,130.7816207,-7.696650662,56.57636462,-7.699116437,130.7778845
321,0.008953025,130.7816207,-7.696650662,130.7890563,-7.691663821,56.15137248,-7.694157241,130.7853385
322,0.008953025,130.7890563,-7.691663821,130.7964547,-7.686621962,55.72636274,-7.689142891,130.7927555
323,0.008953024,130.7964547,-7.686621962,130.8038155,-7.681525364,55.30136525,-7.684073663,130.8001351
324,0.008953024,130.8038155,-7.681525364,130.8111383,-7.676374307,54.87636551,-7.678949835,130.8074769
325,0.008953025,130.8111383,-7.676374307,130.8184227,-7.671169073,54.45135804,-7.67377169,130.8147805
326,0.008953024,130.8184227,-7.671169073,130.8256683,-7.665909951,54.02636334,-7.668539512,130.8220455
327,0.008953025,130.8256683,-7.665909951,130.8328746,-7.660597228,53.60135888,-7.663253589,130.8292714
328,0.008953024,130.8328746,-7.660597228,130.8400414,-7.655231197,53.17635227,-7.657914212,130.836458
329,0.008953025,130.8400414,-7.655231197,130.8471681,-7.649812154,52.75135845,-7.652521675,130.8436047
330,0.008953024,130.8471681,-7.649812154,130.8542545,-7.644340397,52.32635652,-7.647076275,130.8507113
331,0.008953025,130.8542545,-7.644340397,130.8613001,-7.638816226,51.90135273,-7.641578311,130.8577773
332,0.008953024,130.8613001,-7.638816226,130.8683045,-7.633239946,51.4763529,-7.636028086,130.8648023
333,0.008953025,130.8683045,-7.633239946,130.8752673,-7.627611863,51.05135058,-7.630425904,130.8717859
334,0.008953024,130.8752673,-7.627611863,130.8821882,-7.621932288,50.62635128,-7.624772075,130.8787278
335,0.008953024,130.8821882,-7.621932288,130.8890668,-7.616201532,50.20134779,-7.61906691,130.8856275
336,0.008953024,130.8890668,-7.616201532,130.8959027,-7.610419911,49.77634553,-7.613310721,130.8924848
337,0.008953024,130.8959027,-7.610419911,130.9026956,-7.604587743,49.35134319,-7.607503827,130.8992991
338,0.008953025,130.9026956,-7.604587743,130.9094449,-7.598705349,48.92634451,-7.601646546,130.9060702
339,0.008953024,130.9094449,-7.598705349,130.9161505,-7.592773052,48.50133577,-7.5957392,130.9127977
340,0.008953024,130.9161505,-7.592773052,130.9228119,-7.58679118,48.07634293,-7.589782116,130.9194812
341,0.008953025,130.9228119,-7.58679118,130.9294287,-7.580760061,47.65134267,-7.58377562,130.9261203
342,0.008953024,130.9294287,-7.580760061,130.9360006,-7.574680027,47.22633913,-7.577720044,130.9327146
343,0.008953024,130.9360006,-7.574680027,130.9425272,-7.568551412,46.80133131,-7.571615719,130.9392639
344,0.008953025,130.9425272,-7.568551412,130.9490082,-7.562374554,46.37633643,-7.565462983,130.9457677
345,0.008953024,130.9490082,-7.562374554,130.9554432,-7.556149793,45.95133599,-7.559262173,130.9522257
346,0.008953025,130.9554432,-7.556149793,130.9618318,-7.54987747,45.52632897,-7.553013631,130.9586375
347,0.008953024,130.9618318,-7.54987747,130.9681737,-7.543557932,45.10132836,-7.546717701,130.9650027
348,0.008953024,130.9681737,-7.543557932,130.9744686,-7.537191526,44.67632874,-7.540374729,130.9713212
349,0.008953025,130.9744686,-7.537191526,130.9807161,-7.530778602,44.25132948,-7.533985064,130.9775923
350,0.008953024,130.9807161,-7.530778602,130.9869158,-7.524319513,43.82632515,-7.527549057,130.9838159
351,0.008922776,130.9869158,-7.524319513,130.9927017,-7.51752688,40.42379597,-7.520923196,130.9898087
352,0.008922775,130.9927017,-7.51752688,130.9984897,-7.51073607,40.44184272,-7.514131475,130.9955957
353,0.008922775,130.9984897,-7.51073607,131.0042792,-7.503946588,40.45498827,-7.507341329,131.0013844
354,0.008922775,131.0042792,-7.503946588,131.0100701,-7.497158271,40.46651656,-7.500552429,131.0071747
355,0.008922775,131.0100701,-7.497158271,131.0158623,-7.490371034,40.47719722,-7.493764652,131.0129662
356,0.008922775,131.0158623,-7.490371034,131.0216557,-7.483584826,40.4873771,-7.48697793,131.018759
357,0.008922776,131.0216557,-7.483584826,131.0274502,-7.476799616,40.49725193,-7.480192221,131.024553
358,0.008922776,131.0274502,-7.476799616,131.0332459,-7.470015385,40.50693033,-7.4734075,131.0303481
359,0.008922774,131.0332459,-7.470015385,131.0390428,-7.463232124,40.51650772,-7.466623754,131.0361444
360,0.008922776,131.0390428,-7.463232124,131.0448407,-7.456449826,40.52603639,-7.459840975,131.0419417
361,0.008922775,131.0448407,-7.456449826,131.0506398,-7.449668494,40.53557757,-7.45305916,131.0477403
362,0.008922775,131.0506398,-7.449668494,131.05644,-7.442888133,40.5451689,-7.446278313,131.0535399
363,0.008922776,131.05644,-7.442888133,131.0622414,-7.436108749,40.55482431,-7.439498441,131.0593407
364,0.008922775,131.0622414,-7.436108749,131.0680439,-7.429330356,40.5646016,-7.432719552,131.0651427
365,0.008922776,131.0680439,-7.429330356,131.0738476,-7.422552967,40.57452098,-7.425941661,131.0709458
366,0.008922776,131.0738476,-7.422552967,131.0796525,-7.415776599,40.58459915,-7.419164783,131.0767501
367,0.008922776,131.0796525,-7.415776599,131.0854586,-7.409001272,40.59487303,-7.412388935,131.0825556
368,0.008922775,131.0854586,-7.409001272,131.091266,-7.402227008,40.60535586,-7.40561414,131.0883623
369,0.008922776,131.091266,-7.402227008,131.0970746,-7.395453831,40.61608525,-7.398840419,131.0941703
370,0.008922776,131.0970746,-7.395453831,131.1028845,-7.388681769,40.62708278,-7.3920678,131.0999796
371,0.008922775,131.1028845,-7.388681769,131.1086958,-7.381910852,40.63837145,-7.38529631,131.1057901
372,0.008922776,131.1086958,-7.381910852,131.1145084,-7.375141113,40.64998817,-7.378525982,131.1116021
373,0.008922775,131.1145084,-7.375141113,131.1203224,-7.368372588,40.66194547,-7.37175685,131.1174154
374,0.008922775,131.1203224,-7.368372588,131.1261379,-7.361605316,40.67429489,-7.364988952,131.1232302
375,0.008922775,131.1261379,-7.361605316,131.1319549,-7.354839339,40.68705386,-7.358222327,131.1290464
376,0.008922775,131.1319549,-7.354839339,131.1377735,-7.348074703,40.70025858,-7.351457021,131.1348642
377,0.008922776,131.1377735,-7.348074703,131.1435936,-7.341311459,40.71396895,-7.344693081,131.1406835
378,0.008922775,131.1435936,-7.341311459,131.1494155,-7.334549662,40.72820658,-7.33793056,131.1465046
379,0.008922775,131.1494155,-7.334549662,131.1552391,-7.327789371,40.74302717,-7.331169516,131.1523273
380,0.008922775,131.1552391,-7.327789371,131.1610645,-7.32103065,40.75847113,-7.32441001,131.1581518
381,0.008922775,131.1610645,-7.32103065,131.1668919,-7.314273572,40.77462484,-7.317652111,131.1639782
382,0.008922775,131.1668919,-7.314273572,131.1727212,-7.307518213,40.79152519,-7.310895892,131.1698065
383,0.008922775,131.1727212,-7.307518213,131.1785526,-7.300764658,40.80925368,-7.304141435,131.1756369
384,0.008922776,131.1785526,-7.300764658,131.1843862,-7.294013,40.8278925,-7.297388829,131.1814694
385,0.008922775,131.1843862,-7.294013,131.1902221,-7.287263343,40.84753641,-7.290638171,131.1873042
386,0.008922776,131.1902221,-7.287263343,131.1960605,-7.2805158,40.86829123,-7.283889571,131.1931413
387,0.008922776,131.1960605,-7.2805158,131.2019015,-7.273770498,40.8902789,-7.277143149,131.198981
388,0.008922775,131.2019015,-7.273770498,131.2077452,-7.267027577,40.91362688,-7.270399037,131.2048233
389,0.008922775,131.2077452,-7.267027577,131.2135918,-7.260287195,40.93851278,-7.263657386,131.2106685
390,0.008922775,131.2135918,-7.260287195,131.2194416,-7.253549529,40.96512326,-7.256918362,131.2165167
391,0.008922776,131.2194416,-7.253549529,131.2252947,-7.246814777,40.99366311,-7.250182153,131.2223682
392,0.008922774,131.2252947,-7.246814777,131.2311514,-7.24008317,41.02442643,-7.243448973,131.2282231
393,0.008922775,131.2311514,-7.24008317,131.2370121,-7.233354965,41.05770205,-7.236719067,131.2340818
394,0.008922775,131.2370121,-7.233354965,131.242877,-7.226630463,41.09389345,-7.229992714,131.2399445
395,0.008922776,131.242877,-7.226630463,131.2487465,-7.219910013,41.13346456,-7.223270238,131.2458118
396,0.008922775,131.2487465,-7.219910013,131.2546212,-7.213194025,41.17699709,-7.216552019,131.2516838
397,0.008922775,131.2546212,-7.213194025,131.2605015,-7.206482984,41.22522381,-7.209838504,131.2575613
398,0.008922775,131.2605015,-7.206482984,131.2663881,-7.199777474,41.27908528,-7.203130229,131.2634448
399,0.008922774,131.2663881,-7.199777474,131.2722818,-7.193078206,41.33979997,-7.19642784,131.2693349
400,0.008922775,131.2722818,-7.193078206,131.2781836,-7.18638606,41.40899595,-7.189732133,131.2752327
401,0.008935932,131.2781836,-7.18638606,131.2841031,-7.179692074,41.486753,-7.183039067,131.2811433
402,0.008935931,131.2841031,-7.179692074,131.2900315,-7.173005873,41.5620445,-7.176348973,131.2870673
403,0.008935932,131.2900315,-7.173005873,131.2959679,-7.166326836,41.63124011,-7.169666354,131.2929997
404,0.008935931,131.2959679,-7.166326836,131.3019118,-7.159654395,41.69485805,-7.162990615,131.2989399
405,0.008935932,131.3019118,-7.159654395,131.3078625,-7.152988022,41.75332274,-7.156321208,131.3048871
406,0.008935932,131.3078625,-7.152988022,131.3138194,-7.146327228,41.80701126,-7.149657625,131.3108409
407,0.008935932,131.3138194,-7.146327228,131.319782,-7.139671555,41.85624255,-7.142999391,131.3168007
408,0.008935932,131.319782,-7.139671555,131.3257498,-7.133020576,41.90132598,-7.136346065,131.3227659
409,0.008935932,131.3257498,-7.133020576,131.3317225,-7.126373884,41.94247132,-7.12969723,131.3287362
410,0.008935932,131.3317225,-7.126373884,131.3376995,-7.119731097,41.97991926,-7.12305249,131.334711
411,0.008935932,131.3376995,-7.119731097,131.3436804,-7.11309185,42.01384283,-7.116411473,131.3406899
412,0.008935932,131.3436804,-7.11309185,131.3496648,-7.106455794,42.04440121,-7.109773822,131.3466726
413,0.008935932,131.3496648,-7.106455794,131.3556524,-7.099822592,42.07171737,-7.103139193,131.3526586
414,0.008935932,131.3556524,-7.099822592,131.3616428,-7.093191921,42.09593239,-7.096507256,131.3586476
415,0.008935932,131.3616428,-7.093191921,131.3676357,-7.086563466,42.11712346,-7.089877693,131.3646393
416,0.008935932,131.3676357,-7.086563466,131.3736307,-7.079936918,42.13535445,-7.083250192,131.3706332
417,0.008935932,131.3736307,-7.079936918,131.3796274,-7.073311978,42.15072067,-7.076624448,131.3766291
418,0.008935932,131.3796274,-7.073311978,131.3856256,-7.066688347,42.16322212,-7.070000162,131.3826265
419,0.008935932,131.3856256,-7.066688347,131.391625,-7.060065732,42.17292741,-7.063377039,131.3886253
420,0.008935932,131.391625,-7.060065732,131.3976251,-7.053443838,42.17981367,-7.056754785,131.394625
421,0.008935933,131.3976251,-7.053443838,131.4036257,-7.046822372,42.18390377,-7.050133105,131.4006254
422,0.008935931,131.4036257,-7.046822372,131.4096264,-7.040201039,42.18516533,-7.043511705,131.406626
423,0.008935932,131.4096264,-7.040201039,131.415627,-7.033579538,42.18356778,-7.036890288,131.4126267
424,0.008935932,131.415627,-7.033579538,131.421627,-7.026957564,42.17905112,-7.030268551,131.418627
425,0.008935932,131.421627,-7.026957564,131.4276262,-7.020334806,42.17156103,-7.023646185,131.4246266
426,0.008935932,131.4276262,-7.020334806,131.4336241,-7.013710942,42.16099787,-7.017022874,131.4306251
427,0.008935932,131.4336241,-7.013710942,131.4396204,-7.007085639,42.14725252,-7.01039829,131.4366223
428,0.008935932,131.4396204,-7.007085639,131.4456148,-7.000458551,42.13019298,-7.003772095,131.4426176
429,0.008935932,131.4456148,-7.000458551,131.4516068,-6.993829315,42.10965578,-6.997143933,131.4486108
430,0.008935932,131.4516068,-6.993829315,131.457596,-6.98719755,42.08546839,-6.990513432,131.4546014
431,0.008935932,131.457596,-6.98719755,131.463582,-6.980562852,42.05739874,-6.983880201,131.460589
432,0.008935932,131.463582,-6.980562852,131.4695642,-6.97392479,42.02519278,-6.977243821,131.4665731
433,0.008935932,131.4695642,-6.97392479,131.4755422,-6.967282902,41.98853646,-6.970603846,131.4725532
434,0.008935932,131.4755422,-6.967282902,131.4815154,-6.960636691,41.94708422,-6.963959796,131.4785288
435,0.008935932,131.4815154,-6.960636691,131.4874831,-6.953985618,41.90042714,-6.957311154,131.4844992
436,0.008935931,131.4874831,-6.953985618,131.4934448,-6.947329094,41.84805997,-6.950657356,131.490464
437,0.008935932,131.4934448,-6.947329094,131.4993997,-6.940666471,41.78941504,-6.943997782,131.4964222
438,0.008935932,131.4993997,-6.940666471,131.5053469,-6.933997032,41.72379113,-6.937331751,131.5023733
439,0.008935932,131.5053469,-6.933997032,131.5112855,-6.927319979,41.6503831,-6.930658505,131.5083162
440,0.008935931,131.5112855,-6.927319979,131.5172146,-6.920634415,41.56819884,-6.923977197,131.5142501
441,0.008935931,131.5172146,-6.920634415,131.523133,-6.913939323,41.4760417,-6.917286869,131.5201738
442,0.008935931,131.523133,-6.913939323,131.5290392,-6.90723354,41.37243155,-6.910586431,131.5260861
443,0.008935931,131.5290392,-6.90723354,131.5349317,-6.900515724,41.25557022,-6.903874632,131.5319854
444,0.00893593,131.5349317,-6.900515724,131.5408087,-6.893784311,41.12317379,-6.897150017,131.5378702
445,0.008935929,131.5408087,-6.893784311,131.5466679,-6.88703745,40.972336,-6.89041088,131.5437383
446,0.008935928,131.5466679,-6.88703745,131.5525068,-6.880272926,40.79930841,-6.883655188,131.5495873
447,0.008935928,131.5525068,-6.880272926,131.5583219,-6.873488044,40.59912758,-6.876880485,131.5554143
448,0.008935925,131.5583219,-6.873488044,131.5641093,-6.866679469,40.36510451,-6.870083756,131.5612156
449,0.008935922,131.5641093,-6.866679469,131.5698637,-6.859842976,40.08790212,-6.863261222,131.5669865
450,0.008935917,131.5698637,-6.859842976,131.5755782,-6.852973079,39.75410633,-6.856408027,131.572721
451,0.008913613,131.5755782,-6.852973079,131.5812484,-6.84609549,39.50378016,-6.849534284,131.5784133
452,0.008913613,131.5812484,-6.84609549,131.5869042,-6.83920604,39.38377249,-6.842650765,131.5840763
453,0.008913613,131.5869042,-6.83920604,131.5925455,-6.832304759,39.26376795,-6.835755399,131.5897249
454,0.008913613,131.5925455,-6.832304759,131.5981724,-6.825391678,39.14377008,-6.828848218,131.595359
455,0.008913614,131.5981724,-6.825391678,131.6037848,-6.818466826,39.02376027,-6.821929252,131.6009786
456,0.008913613,131.6037848,-6.818466826,131.6093827,-6.811530235,38.90376013,-6.81499853,131.6065838
457,0.008913613,131.6093827,-6.811530235,131.614966,-6.804581935,38.78375603,-6.808056085,131.6121744
458,0.008913613,131.614966,-6.804581935,131.6205348,-6.797621955,38.66374342,-6.801101945,131.6177504
459,0.008913613,131.6205348,-6.797621955,131.626089,-6.790650328,38.54375292,-6.794136141,131.6233119
460,0.008913613,131.626089,-6.790650328,131.6316285,-6.783667082,38.42373883,-6.787158705,131.6288588
461,0.008913613,131.6316285,-6.783667082,131.6371535,-6.77667225,38.30374074,-6.780169666,131.634391
462,0.008913613,131.6371535,-6.77667225,131.6426637,-6.769665861,38.18373208,-6.773169055,131.6399086
463,0.008913613,131.6426637,-6.769665861,131.6481593,-6.762647947,38.06373437,-6.766156904,131.6454115
464,0.008913614,131.6481593,-6.762647947,131.6536402,-6.755618537,37.94372507,-6.759133242,131.6508997
465,0.008913613,131.6536402,-6.755618537,131.6591063,-6.748577664,37.82372455,-6.7520981,131.6563732
466,0.008913613,131.6591063,-6.748577664,131.6645577,-6.741525357,37.70371647,-6.74505151,131.661832
467,0.008913613,131.6645577,-6.741525357,131.6699943,-6.734461648,37.58371214,-6.737993502,131.667276
468,0.008913613,131.6699943,-6.734461648,131.6754161,-6.727386568,37.46371218,-6.730924108,131.6727052
469,0.008913613,131.6754161,-6.727386568,131.680823,-6.720300147,37.34370197,-6.723843357,131.6781195
470,0.008913613,131.680823,-6.720300147,131.6862151,-6.713202418,37.22370801,-6.716751282,131.6835191
471,0.008913613,131.6862151,-6.713202418,131.6915923,-6.70609341,37.10369373,-6.709647914,131.6889037
472,0.008913613,131.6915923,-6.70609341,131.6969546,-6.698973156,36.98369463,-6.702533283,131.6942735
473,0.008913614,131.6969546,-6.698973156,131.702302,-6.691841686,36.86369344,-6.695407421,131.6996283
474,0.008913613,131.702302,-6.691841686,131.7076345,-6.684699032,36.74368709,-6.688270359,131.7049683
475,0.008913613,131.7076345,-6.684699032,131.712952,-6.677545225,36.62368146,-6.681122128,131.7102932
476,0.008913613,131.712952,-6.677545225,131.7182544,-6.670380296,36.50367606,-6.67396276,131.7156032
477,0.008913613,131.7182544,-6.670380296,131.7235419,-6.663204278,36.383678,-6.666792287,131.7208982
478,0.008913613,131.7235419,-6.663204278,131.7288143,-6.6560172,36.26366632,-6.659610739,131.7261781
479,0.008913613,131.7288143,-6.6560172,131.7340717,-6.648819096,36.14366989,-6.652418148,131.731443
480,0.008913613,131.7340717,-6.648819096,131.739314,-6.641609996,36.02366262,-6.645214546,131.7366928
481,0.008913613,131.739314,-6.641609996,131.7445411,-6.634389932,35.90365675,-6.637999964,131.7419275
482,0.008913614,131.7445411,-6.634389932,131.7497531,-6.627158935,35.7836532,-6.630774433,131.7471471
483,0.008913613,131.7497531,-6.627158935,131.75495,-6.619917038,35.66364854,-6.623537986,131.7523516
484,0.008913613,131.75495,-6.619917038,131.7601317,-6.612664273,35.54364889,-6.616290655,131.7575408
485,0.008913614,131.7601317,-6.612664273,131.7652982,-6.60540067,35.42364105,-6.609032471,131.7627149
486,0.008913612,131.7652982,-6.60540067,131.7704494,-6.598126263,35.30363941,-6.601763466,131.7678738
487,0.008913613,131.7704494,-6.598126263,131.7755854,-6.590841082,35.18363381,-6.594483672,131.7730174
488,0.008913614,131.7755854,-6.590841082,131.7807062,-6.58354516,35.06363486,-6.587193121,131.7781458
489,0.008913612,131.7807062,-6.58354516,131.7858116,-6.576238529,34.94362254,-6.579891845,131.7832589
490,0.008913614,131.7858116,-6.576238529,131.7909018,-6.56892122,34.82362424,-6.572579874,131.7883567
491,0.008913613,131.7909018,-6.56892122,131.7959766,-6.561593267,34.70361883,-6.565257243,131.7934392
492,0.008913613,131.7959766,-6.561593267,131.801036,-6.554254701,34.58361588,-6.557923984,131.7985063
493,0.008913613,131.801036,-6.554254701,131.8060801,-6.546905554,34.46360796,-6.550580127,131.8035581
494,0.008913614,131.8060801,-6.546905554,131.8111087,-6.539545858,34.34360516,-6.543225706,131.8085944
495,0.008913614,131.8111087,-6.539545858,131.816122,-6.532175646,34.22360528,-6.535860752,131.8136154
496,0.008913612,131.816122,-6.532175646,131.8211198,-6.524794951,34.10359712,-6.528485298,131.8186209
497,0.008913613,131.8211198,-6.524794951,131.8261021,-6.517403804,33.98359424,-6.521099377,131.8236109
498,0.008913613,131.8261021,-6.517403804,131.8310689,-6.510002238,33.86359267,-6.513703021,131.8285855
499,0.008913613,131.8310689,-6.510002238,131.8360202,-6.502590285,33.74358295,-6.506296261,131.8335445
500,0.008913614,131.8360202,-6.502590285,131.840956,-6.495167978,33.62358417,-6.498879131,131.8384881
501,0.008953526,131.840956,-6.495167978,131.8458868,-6.48769455,33.41632198,-6.491431264,131.8434214
502,0.008953526,131.8458868,-6.48769455,131.8507792,-6.480195875,33.12180902,-6.483945212,131.848333
503,0.008953527,131.8507792,-6.480195875,131.855633,-6.472672151,32.82729704,-6.476434013,131.8532061
504,0.008953527,131.855633,-6.472672151,131.8604481,-6.465123577,32.53278174,-6.468897864,131.8580405
505,0.008953527,131.8604481,-6.465123577,131.8652242,-6.457550352,32.2382661,-6.461336964,131.8628362
506,0.008953527,131.8652242,-6.457550352,131.8699614,-6.449952676,31.94374577,-6.453751514,131.8675928
507,0.008953527,131.8699614,-6.449952676,131.8746595,-6.442330751,31.64924145,-6.446141713,131.8723105
508,0.008953527,131.8746595,-6.442330751,131.8793183,-6.434684777,31.35472231,-6.438507764,131.8769889
509,0.008953526,131.8793183,-6.434684777,131.8839378,-6.427014957,31.06020693,-6.430849867,131.8816281
510,0.008953527,131.8839378,-6.427014957,131.8885178,-6.419321493,30.76569518,-6.423168225,131.8862278
511,0.008953526,131.8885178,-6.419321493,131.8930582,-6.411604589,30.47118037,-6.415463041,131.890788
512,0.008953526,131.8930582,-6.411604589,131.8975588,-6.403864448,30.17666244,-6.407734518,131.8953085
513,0.008953526,131.8975588,-6.403864448,131.9020196,-6.396101275,29.88215117,-6.399982861,131.8997892
514,0.008953527,131.9020196,-6.396101275,131.9064405,-6.388315275,29.58763878,-6.392208275,131.90423
515,0.008953527,131.9064405,-6.388315275,131.9108212,-6.380506653,29.29311748,-6.384410964,131.9086308
516,0.008953527,131.9108212,-6.380506653,131.9151618,-6.372675617,28.9986112,-6.376591135,131.9129915
517,0.008953526,131.9151618,-6.372675617,131.919462,-6.364822373,28.70409472,-6.368748995,131.9173119
518,0.008953527,131.919462,-6.364822373,131.9237219,-6.356947128,28.40958021,-6.36088475,131.921592
519,0.008953526,131.9237219,-6.356947128,131.9279412,-6.349050091,28.11506599,-6.352998609,131.9258315
520,0.008953526,131.9279412,-6.349050091,131.9321198,-6.34113147,27.82054684,-6.34509078,131.9300305
