,latitude,longitude,magnitude,delta_logl,delta_logw,depth_offset,p_latitude,p_longitude,p_magnitude,p_delta_logl,p_delta_logw,p_depth_offset,m_latitude,m_longitude,length,width,slip,strike,dip,depth,rake,m_depth_offset,p_m_latitude,p_m_longitude,p_length,p_width,p_slip,p_strike,p_dip,p_depth,p_rake,p_m_depth_offset,prior_logpdf,llh,posterior_logpdf,p_prior_logpdf,p_llh,p_posterior_logpdf,alpha,accepted,acceptance_rate
0,-5.95,131.5,8.7,0.0,0.0,0.0,-5.9975787507784055,131.52288982023688,8.637969859848022,0.004852717787406214,0.000996067538184495,-0.32995641880754445,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-5.9975787507784055,131.52288982023688,420124.8700990617,156468.13673536514,3.8644749487236982,207.125633845712,22.5239309967912,27475.872800632227,90.0,-0.32995641880754445,-12.527616678144634,-inf,-inf,-12.623123303795902,-inf,-inf,,0.0,0.0
1,-5.95,131.5,8.7,0.0,0.0,0.0,-6.070979094160652,131.46738364487229,8.628613816827968,-0.0055719256230023365,0.002987747242579499,-0.7618170591190273,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-6.070979094160652,131.46738364487229,405561.60735516436,156177.3430396945,3.8831652106838632,208.60089927803543,23.39318083513825,28023.472427136567,90.0,-0.7618170591190273,-12.527616678144634,-inf,-inf,-12.610492066506655,-inf,-inf,,0.0,0.0
2,-5.95,131.5,8.7,0.0,0.0,0.0,-5.9138236909060335,131.47248194712594,8.724035701190891,-0.00264014954669432,0.001391937112988075,1.7617940492871842,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-5.9138236909060335,131.47248194712594,458070.16933978366,166178.49366803546,4.4924859972618405,204.537300337428,24.397010553326375,31299.673693880028,90.0,1.7617940492871842,-12.527616678144634,-inf,-inf,-12.793407361528425,-inf,-inf,,0.0,0.0
3,-5.95,131.5,8.7,0.0,0.0,0.0,-5.9916351981276845,131.47470967124832,8.678801030612366,-0.0018915635832418949,0.002325820299992753,-0.2410389081280367,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-5.9916351981276845,131.47470967124832,434515.1934336672,161425.9549128517,4.170260876058752,206.7280769876057,23.854953485531894,29525.819748168462,90.0,-0.2410389081280367,-12.527616678144634,-inf,-inf,-12.510046083396027,-inf,-inf,,0.0,0.0
4,-5.95,131.5,8.7,0.0,0.0,0.0,-5.927184932680298,131.54273035476658,8.715804896616607,0.0023668129497409303,0.0006556617788673233,-0.8212402438720341,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-5.927184932680298,131.54273035476658,458808.0250729958,164958.8732345195,4.391780909246647,205.2441807634119,22.502114055826286,28128.64013466036,90.0,-0.8212402438720341,-12.527616678144634,-inf,-inf,-12.694092273518141,-inf,-inf,,0.0,0.0
5,-5.95,131.5,8.7,0.0,0.0,0.0,-5.9289704729644255,131.49733112559196,8.729482933493514,-0.005269407220307217,0.0012817662298723455,-0.1239104713616413,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-5.9289704729644255,131.49733112559196,458304.1716383179,166761.03975715645,4.559487235951188,205.10188085849168,23.672000619153447,29918.319070095444,90.0,-0.1239104713616413,-12.527616678144634,-inf,-inf,-12.550766185608616,-inf,-inf,,0.0,0.0
6,-5.95,131.5,8.7,0.0,0.0,0.0,-5.875370997370148,131.54836199988893,8.664568528450895,-0.009748958782980544,0.005001579937479722,-0.7521896277186324,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-5.875370997370148,131.54836199988893,419467.52341047686,160838.64497376813,4.127661302430123,203.6693906956118,22.663855031627172,28893.71876455791,90.0,-0.7521896277186324,-12.527616678144634,-inf,-inf,-12.566440162444401,-inf,-inf,,0.0,0.0
7,-5.95,131.5,8.7,0.0,0.0,0.0,-6.000602428961396,131.46951302020952,8.714022730157923,0.002394670466778515,0.003618046338270495,-0.3925706426964831,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-6.000602428961396,131.46951302020952,457853.0219119213,165884.11401160315,4.349538921062622,206.94081896441043,23.932100431142413,29542.040534337266,90.0,-0.3925706426964831,-12.527616678144634,-inf,-inf,-12.551585602497893,-inf,-inf,,0.0,0.0
8,-5.95,131.5,8.7,0.0,0.0,0.0,-5.9839215609765946,131.4395771241799,8.639886788264326,-0.002502935383065388,0.009132983797594923,-0.3472372110465001,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-5.9839215609765946,131.4395771241799,414024.50824307295,159638.05204930788,3.869080104165055,206.33764727643933,24.83747783082417,31178.72844813804,90.0,-0.3472372110465001,-12.527616678144634,-inf,-inf,-12.477334424808536,-inf,-inf,,0.0,0.0
9,-5.95,131.5,8.7,0.0,0.0,0.0,-6.051572331318938,131.47881745338458,8.672255924602068,0.005085049569806514,0.0006204909142628612,0.30629619046425194,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0,-6.051572331318938,131.47881745338458,438082.4950535383,160069.86419181307,4.078105147305015,208.23399235394803,23.262450920239313,28017.07675533442,90.0,0.30629619046425194,-12.527616678144634,-inf,-inf,-12.550436391855532,-inf,-inf,,0.0,0.0
