,latitude,longitude,length,width,slip,strike,dip,depth,rake,depth_offset
0,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
1,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
2,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
3,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
4,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
5,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
6,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
7,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
8,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
9,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
10,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
11,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
12,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
13,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
14,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
15,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
16,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
17,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
18,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
19,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
20,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
21,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
22,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
23,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
24,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
25,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
26,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
27,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
28,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
29,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
30,-5.95,131.5,447705.0350044737,162926.15260214393,4.314765802900411,205.73373413099998,23.4788970947,29371.2539673,90.0,0.0
